Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,OT,Jan-00,,Indianapolis Colts,30,24,435,310,125,2,376,173,203,,
2,Sun,15-Sep,L,,1-Jan,@,Detroit Lions,10,13,424,287,137,2,339,245,94,2,
3,Sun,22-Sep,L,,2-Jan,,Houston Texans,20,27,366,293,73,1,376,337,39,1,
4,Sun,29-Sep,W,,2-Feb,@,Miami Dolphins,30,10,390,311,79,,233,161,72,1,
5,Sun,6-Oct,L,,3-Feb,,Denver Broncos,13,20,246,211,35,3,350,159,191,2,
6,Sun,13-Oct,L,,4-Feb,,Pittsburgh Steelers,17,24,348,316,32,3,256,132,124,1,
7,Sun,20-Oct,L,,5-Feb,@,Tennessee Titans,20,23,365,326,39,1,403,306,97,1,
8,Sun,27-Oct,W,,5-Mar,@,Chicago Bears,17,16,231,195,36,1,388,226,162,2,
9,Sun,3-Nov,W,,5-Apr,,Green Bay Packers,26,11,442,283,159,,184,139,45,,
10,Thu,7-Nov,L,,6-Apr,@,Oakland Raiders,24,26,315,169,146,3,278,200,78,,
11,Mon,18-Nov,L,,7-Apr,,Kansas City Chiefs,17,24,438,345,93,4,310,180,130,1,
12,,,,,,,Bye Week,,,,,,,,,,,
13,Sun,1-Dec,L,,8-Apr,@,Denver Broncos,20,23,359,244,115,2,218,134,84,1,
14,Sun,8-Dec,W,,8-May,@,Jacksonville Jaguars,45,10,525,330,195,,252,164,88,,
15,Sun,15-Dec,L,,9-May,,Minnesota Vikings,10,39,345,283,62,7,344,207,137,1,
16,Sun,22-Dec,L,,10-May,,Oakland Raiders,17,24,284,265,19,,366,267,99,,
17,Sun,29-Dec,L,,11-May,@,Kansas City Chiefs,21,31,366,258,108,2,336,174,162,1,
