Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,12-Sep,L,,0-1,,Pittsburgh Steelers,16,38,384,329,55,2,437,290,147,1,
2,Sun,18-Sep,L,,0-2,,Dallas Cowboys,23,27,432,350,82,1,380,278,102,1,
3,Sun,25-Sep,W,,2-Jan,@,New York Giants,29,27,403,313,90,1,457,337,120,3,
4,Sun,2-Oct,W,,2-Feb,,Cleveland Browns,31,20,301,156,145,1,380,217,163,3,
5,Sun,9-Oct,W,,2-Mar,@,Baltimore Ravens,16,10,310,250,60,2,306,188,118,1,
6,Sun,16-Oct,W,,2-Apr,,Philadelphia Eagles,27,20,493,263,230,1,239,145,94,,
7,Sun,23-Oct,L,,3-Apr,@,Detroit Lions,17,20,413,283,130,2,344,250,94,,
8,Sun,30-Oct,T,OT,4/3/2001,@,Cincinnati Bengals,27,27,546,446,100,1,415,263,152,2,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,13-Nov,W,,5/3/2001,,Minnesota Vikings,26,20,388,260,128,1,331,284,47,1,
11,Sun,20-Nov,W,,6/3/2001,,Green Bay Packers,42,24,515,364,151,,424,340,84,2,
12,Thu,24-Nov,L,,6/4/2001,@,Dallas Cowboys,26,31,505,449,56,,353,190,163,,
13,Sun,4-Dec,L,,6/5/2001,@,Arizona Cardinals,23,31,333,246,87,2,369,281,88,,
14,Sun,11-Dec,W,,7/5/2001,@,Philadelphia Eagles,27,22,334,227,107,1,383,288,95,2,
15,Mon,19-Dec,L,,7/6/2001,,Carolina Panthers,15,26,335,306,29,3,438,290,148,,
16,Sat,24-Dec,W,,8/6/2001,@,Chicago Bears,41,21,478,270,208,,458,318,140,5,
17,Sun,1-Jan,L,,8/7/2001,,New York Giants,10,19,284,246,38,3,332,171,161,,
