Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,Philadelphia Eagles,27,32,398,370,28,,436,313,123,,
2,Sun,15-Sep,L,,0-2,,Dallas Cowboys,21,31,255,208,47,,474,261,213,1,
3,Mon,23-Sep,L,,0-3,,Chicago Bears,15,31,356,287,69,5,298,208,90,1,
4,Sun,29-Sep,L,,0-4,@,New York Giants,3,24,176,121,55,4,389,225,164,4,
5,Sun,6-Oct,L,,0-5,,New England Patriots,7,33,223,78,145,2,442,312,130,1,
6,Sun,13-Oct,W,,5-Jan,@,Miami Dolphins,17,16,311,166,145,,271,187,84,2,
7,Sun,20-Oct,L,,6-Jan,,San Francisco 49ers,0,9,154,50,104,1,283,146,137,1,
8,Thu,24-Oct,L,,7-Jan,@,Minnesota Vikings,9,19,216,131,85,2,434,273,161,1,
9,Sun,3-Nov,L,,8-Jan,@,Buffalo Bills,9,24,243,116,127,,268,146,122,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,17-Nov,L,,9-Jan,,New York Jets,17,34,225,171,54,1,400,285,115,2,
12,Sun,24-Nov,W,,9-Feb,,Detroit Lions,19,16,230,144,86,2,364,189,175,4,
13,Sun,1-Dec,W,,9-Mar,@,Carolina Panthers,29,21,362,114,248,,278,213,65,2,
14,Sun,8-Dec,L,,10-Mar,@,Green Bay Packers,15,20,262,141,121,1,341,167,174,1,
15,Sun,15-Dec,L,,11-Mar,,Philadelphia Eagles,27,37,352,251,101,1,415,258,157,1,
16,Sun,22-Dec,L,OT,12-Mar,,New York Giants,35,41,361,281,80,,552,346,206,,
17,Sun,29-Dec,L,,13-Mar,@,Dallas Cowboys,16,47,271,183,88,2,517,294,223,1,
