Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,L,,0-1,,Philadelphia Eagles,17,30,264,200,64,4,356,298,58,2,
2,Sun,17-Sep,W,,1-Jan,@,Los Angeles Rams,27,20,385,156,229,,332,235,97,2,
3,Sun,24-Sep,W,,1-Feb,,Oakland Raiders,27,10,472,356,116,2,128,96,32,3,
4,Mon,2-Oct,L,,2-Feb,@,Kansas City Chiefs,20,29,331,220,111,1,429,261,168,,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,15-Oct,W,,2-Mar,,San Francisco 49ers,26,24,419,325,94,2,335,250,85,1,
7,Mon,23-Oct,L,,3-Mar,@,Philadelphia Eagles,24,34,344,269,75,1,371,244,127,1,
8,Sun,29-Oct,L,,4-Mar,,Dallas Cowboys,19,33,285,236,49,3,307,138,169,1,
9,Sun,5-Nov,W,,4-Apr,@,Seattle Seahawks,17,14,244,193,51,1,437,289,148,2,
10,Sun,12-Nov,L,,5-Apr,,Minnesota Vikings,30,38,394,313,81,1,406,304,102,2,
11,Sun,19-Nov,L,OT,6-Apr,@,New Orleans Saints,31,34,456,300,156,,535,375,160,1,
12,Thu,23-Nov,W,,6-May,,New York Giants,20,10,323,201,122,1,170,86,84,1,
13,Thu,30-Nov,L,,7-May,@,Dallas Cowboys,14,38,280,224,56,4,275,93,182,,
14,Sun,10-Dec,L,,8-May,@,Los Angeles Chargers,13,30,201,136,65,1,488,314,174,1,
15,Sun,17-Dec,W,,8-Jun,,Arizona Cardinals,20,15,218,187,31,1,286,145,141,2,
16,Sun,24-Dec,W,,8-Jul,,Denver Broncos,27,11,386,299,87,2,330,171,159,3,
17,Sun,31-Dec,L,,9-Jul,@,New York Giants,10,18,197,136,61,3,381,121,260,1,
