Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,L,,0-1,@,Houston Texans,6,17,372,241,131,2,321,206,115,1,
2,Sun,14-Sep,W,,1-Jan,,Jacksonville Jaguars,41,10,449,258,191,,148,123,25,1,
3,Sun,21-Sep,L,,2-Jan,@,Philadelphia Eagles,34,37,511,427,84,1,379,325,54,1,
4,Thu,25-Sep,L,,3-Jan,,New York Giants,14,45,329,243,86,6,449,295,154,1,
5,Mon,6-Oct,L,,4-Jan,,Seattle Seahawks,17,27,307,275,32,,403,178,225,,
6,Sun,12-Oct,L,,5-Jan,@,Arizona Cardinals,20,30,407,335,72,4,317,243,74,,
7,Sun,19-Oct,W,,5-Feb,,Tennessee Titans,19,17,351,251,100,2,236,160,76,2,
8,Mon,27-Oct,W,OT,5-Mar,@,Dallas Cowboys,20,17,409,286,123,1,395,224,171,2,
9,Sun,2-Nov,L,,6-Mar,@,Minnesota Vikings,26,29,347,225,122,1,352,252,100,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,16-Nov,L,,7-Mar,,Tampa Bay Buccaneers,7,27,322,167,155,3,329,281,48,1,
12,Sun,23-Nov,L,,8-Mar,@,San Francisco 49ers,13,17,213,77,136,1,312,246,66,3,
13,Sun,30-Nov,L,,9-Mar,@,Indianapolis Colts,27,49,425,341,84,1,487,361,126,3,
14,Sun,7-Dec,L,,10-Mar,,St. Louis Rams,0,24,206,179,27,2,329,198,131,,
15,Sun,14-Dec,L,,11-Mar,@,New York Giants,13,24,372,228,144,1,287,238,49,1,
16,Sat,20-Dec,W,,11-Apr,,Philadelphia Eagles,27,24,305,205,100,2,495,361,134,2,
17,Sun,28-Dec,L,,12-Apr,,Dallas Cowboys,17,44,413,309,104,4,473,299,174,1,
