Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,,New York Giants,28,14,332,258,74,1,315,240,75,1,
2,Sun,18-Sep,W,,Feb-00,,Arizona Cardinals,22,21,455,283,172,2,324,231,93,2,
3,Mon,26-Sep,L,,1-Feb,@,Dallas Cowboys,16,18,298,233,65,2,375,250,125,2,
4,Sun,2-Oct,W,,1-Mar,@,St. Louis Rams,17,10,339,143,196,2,172,127,45,1,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,16-Oct,L,,2-Mar,,Philadelphia Eagles,13,20,287,245,42,4,422,230,192,2,
7,Sun,23-Oct,L,,3-Mar,@,Carolina Panthers,20,33,353,261,92,3,407,232,175,,
8,Sun,30-Oct,L,,4-Mar,@,Buffalo Bills,0,23,178,152,26,2,390,252,138,2,
9,Sun,6-Nov,L,,5-Mar,,San Francisco 49ers,11,19,303,251,52,3,326,188,138,1,
10,Sun,13-Nov,L,,6-Mar,@,Miami Dolphins,9,20,246,185,61,2,303,200,103,2,
11,Sun,20-Nov,L,OT,7-Mar,,Dallas Cowboys,24,27,339,279,60,2,353,264,89,,
12,Sun,27-Nov,W,,7-Apr,@,Seattle Seahawks,23,17,416,306,110,2,250,126,124,1,
13,Sun,4-Dec,L,,8-Apr,,New York Jets,19,34,304,204,100,3,266,165,101,1,
14,Sun,11-Dec,L,,9-Apr,,New England Patriots,27,34,463,293,170,2,431,352,79,1,
15,Sun,18-Dec,W,,9-May,@,New York Giants,23,10,300,177,123,2,324,233,91,3,
16,Sat,24-Dec,L,,10-May,,Minnesota Vikings,26,33,397,256,141,2,389,148,241,,
17,Sun,1-Jan,L,,11-May,@,Philadelphia Eagles,10,34,377,247,130,1,390,315,75,2,
