Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,L,,0-1,,Miami Dolphins,10,17,349,188,161,2,256,182,74,1,
2,Sun,20-Sep,W,,1-Jan,,St. Louis Rams,24,10,373,191,182,1,213,146,67,,
3,Thu,24-Sep,L,,2-Jan,@,New York Giants,21,32,393,305,88,3,363,279,84,,
4,Sun,4-Oct,W,,2-Feb,,Philadelphia Eagles,23,20,417,290,127,1,320,233,87,2,
5,Sun,11-Oct,L,OT,3-Feb,@,Atlanta Falcons,19,25,270,219,51,2,418,242,176,3,
6,Sun,18-Oct,L,,4-Feb,@,New York Jets,20,34,225,191,34,2,474,253,221,3,
7,Sun,25-Oct,W,,4-Mar,,Tampa Bay Buccaneers,31,30,355,305,50,1,479,289,190,1,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,8-Nov,L,,5-Mar,@,New England Patriots,10,27,250,213,37,2,460,299,161,2,
10,Sun,15-Nov,W,,5-Apr,,New Orleans Saints,47,14,510,301,209,,350,192,158,2,
11,Sun,22-Nov,L,,6-Apr,@,Carolina Panthers,16,44,186,172,14,5,368,226,142,,
12,Sun,29-Nov,W,,6-May,,New York Giants,20,14,407,302,105,,332,299,33,3,
13,Mon,7-Dec,L,,7-May,,Dallas Cowboys,16,19,266,193,73,1,318,221,97,3,
14,Sun,13-Dec,W,,7-Jun,@,Chicago Bears,24,21,374,275,99,1,377,290,87,1,
15,Sun,20-Dec,W,,7-Jul,,Buffalo Bills,35,25,431,308,123,1,452,212,240,,
16,Sat,26-Dec,W,,7-Aug,@,Philadelphia Eagles,38,24,418,351,67,,398,353,45,2,
17,Sun,3-Jan,W,,7-Sep,@,Dallas Cowboys,34,23,437,291,146,,512,412,100,4,
18,Sun,10-Jan,L,,8-Sep,,Green Bay Packers,18,35,354,270,84,1,346,205,141,1,
