Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,L,,0-1,@,New York Jets,14,19,158,133,25,,402,190,212,2,
2,Sun,14-Sep,L,,0-2,,Houston Texans,14,30,364,263,101,4,327,139,188,,
3,Sun,21-Sep,L,,0-3,@,New England Patriots,9,16,241,174,67,1,297,221,76,,
4,Sun,28-Sep,L,,0-4,,Miami Dolphins,14,38,317,264,53,4,435,278,157,3,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,12-Oct,L,,0-5,,San Diego Chargers,28,31,396,282,114,1,423,307,116,,
7,Sun,19-Oct,L,,0-6,,Arizona Cardinals,13,24,220,164,56,,365,242,123,1,
8,Sun,26-Oct,L,,0-7,@,Cleveland Browns,13,23,387,311,76,3,306,267,39,,
9,Sun,2-Nov,L,,0-8,@,Seattle Seahawks,24,30,226,189,37,3,326,177,149,,
10,Sun,9-Nov,L,,0-9,,Denver Broncos,17,41,222,192,30,3,471,353,118,2,
11,Sun,16-Nov,L,,0-10,@,San Diego Chargers,6,13,233,162,71,1,300,180,120,,
12,Thu,20-Nov,W,,10-Jan,,Kansas City Chiefs,24,20,351,172,179,1,313,217,96,,
13,Sun,30-Nov,L,,11-Jan,@,St. Louis Rams,0,52,244,183,61,5,348,176,172,,
14,Sun,7-Dec,W,,11-Feb,,San Francisco 49ers,24,13,330,245,85,,248,151,97,2,
15,Sun,14-Dec,L,,12-Feb,@,Kansas City Chiefs,13,31,280,202,78,1,388,295,93,1,
16,Sun,21-Dec,W,,12-Mar,,Buffalo Bills,26,24,347,207,140,,321,308,13,2,
17,Sun,28-Dec,L,,13-Mar,@,Denver Broncos,14,47,199,132,67,2,451,309,142,1,
