Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,Indianapolis Colts,17,21,372,201,171,2,274,147,127,,
2,Sun,15-Sep,W,,1-Jan,,Jacksonville Jaguars,19,9,340,114,226,1,248,214,34,,
3,Mon,23-Sep,L,,2-Jan,@,Denver Broncos,21,37,342,293,49,,536,372,164,2,
4,Sun,29-Sep,L,,3-Jan,,Washington Redskins,14,24,298,194,104,3,339,217,122,1,
5,Sun,6-Oct,W,,3-Feb,,San Diego Chargers,27,17,299,195,104,,427,391,36,5,
6,Sun,13-Oct,L,,4-Feb,@,Kansas City Chiefs,7,24,274,153,121,3,216,105,111,1,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,27-Oct,W,,4-Mar,,Pittsburgh Steelers,21,18,279,82,197,3,276,241,35,2,
9,Sun,3-Nov,L,,5-Mar,,Philadelphia Eagles,20,49,560,350,210,2,542,418,124,,
10,Sun,10-Nov,L,,6-Mar,@,New York Giants,20,24,213,106,107,2,251,118,133,3,
11,Sun,17-Nov,W,,6-Apr,@,Houston Texans,28,23,341,176,165,,394,304,90,2,
12,Sun,24-Nov,L,,7-Apr,,Tennessee Titans,19,23,353,260,93,2,426,312,114,,
13,Thu,28-Nov,L,,8-Apr,@,Dallas Cowboys,24,31,305,255,50,2,352,208,144,1,
14,Sun,8-Dec,L,,9-Apr,@,New York Jets,27,37,383,233,150,1,352,209,143,1,
15,Sun,15-Dec,L,,10-Apr,,Kansas City Chiefs,31,56,461,331,130,7,384,306,78,1,
16,Sun,22-Dec,L,,11-Apr,@,San Diego Chargers,13,26,265,206,59,2,344,196,148,3,
17,Sun,29-Dec,L,,12-Apr,,Denver Broncos,14,34,255,191,64,1,458,334,124,,
