Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,L,,0-1,@,Tennessee Titans,13,38,286,150,136,2,345,140,205,1,
2,Sun,19-Sep,W,,1-Jan,,St. Louis Rams,16,14,404,231,173,2,210,135,75,1,
3,Sun,26-Sep,L,,2-Jan,@,Arizona Cardinals,23,24,364,231,133,1,227,108,119,3,
4,Sun,3-Oct,L,,3-Jan,,Houston Texans,24,31,363,245,118,3,441,192,249,,
5,Sun,10-Oct,W,,3-Feb,,San Diego Chargers,35,27,279,168,111,,506,415,91,3,
6,Sun,17-Oct,L,,4-Feb,@,San Francisco 49ers,9,17,179,69,110,2,349,191,158,,
7,Sun,24-Oct,W,,4-Mar,@,Denver Broncos,59,14,508,180,328,,240,165,75,3,
8,Sun,31-Oct,W,,4-Apr,,Seattle Seahawks,33,3,545,306,239,,164,117,47,1,
9,Sun,7-Nov,W,OT,4-May,,Kansas City Chiefs,23,20,321,209,112,3,304,200,104,2,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,21-Nov,L,,5-May,@,Pittsburgh Steelers,3,35,182,121,61,3,431,269,162,1,
12,Sun,28-Nov,L,,6-May,,Miami Dolphins,17,33,263,247,16,3,471,285,186,1,
13,Sun,5-Dec,W,,6-Jun,@,San Diego Chargers,28,13,368,117,251,1,286,265,21,2,
14,Sun,12-Dec,L,,7-Jun,@,Jacksonville Jaguars,31,38,476,323,153,2,385,151,234,1,
15,Sun,19-Dec,W,,7-Jul,,Denver Broncos,39,23,502,238,264,3,235,129,106,1,
16,Sun,26-Dec,L,,8-Jul,,Indianapolis Colts,26,31,290,210,80,,370,179,191,2,
17,Sun,2-Jan,W,,8-Aug,@,Kansas City Chiefs,31,10,344,135,209,1,201,86,115,2,
