Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,L,,0-1,,Cincinnati Bengals,13,33,246,183,63,2,396,269,127,,
2,Sun,20-Sep,W,,1-Jan,,Baltimore Ravens,37,33,448,351,97,1,493,384,109,2,
3,Sun,27-Sep,W,,1-Feb,@,Cleveland Browns,27,20,469,314,155,1,355,316,39,2,
4,Sun,4-Oct,L,,2-Feb,@,Chicago Bears,20,22,243,173,70,2,371,273,98,3,
5,Sun,11-Oct,L,,3-Feb,,Denver Broncos,10,16,288,223,65,3,297,254,43,2,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,25-Oct,W,,3-Mar,@,San Diego Chargers,37,29,412,282,130,,417,327,90,2,
8,Sun,1-Nov,W,,3-Apr,,New York Jets,34,20,451,333,118,,366,292,74,1,
9,Sun,8-Nov,L,,4-Apr,@,Pittsburgh Steelers,35,38,440,301,139,4,597,402,195,2,
10,Sun,15-Nov,L,,5-Apr,,Minnesota Vikings,14,30,371,287,84,2,385,122,263,,
11,Sun,22-Nov,L,,6-Apr,@,Detroit Lions,13,18,216,164,52,,375,266,109,,
12,Sun,29-Nov,W,,6-May,@,Tennessee Titans,24,21,407,323,84,2,249,205,44,2,
13,Sun,6-Dec,L,,7-May,,Kansas City Chiefs,20,34,361,262,99,3,232,143,89,2,
14,Sun,13-Dec,W,,7-Jun,@,Denver Broncos,15,12,126,99,27,,310,276,34,2,
15,Sun,20-Dec,L,,8-Jun,,Green Bay Packers,20,30,372,252,120,2,293,190,103,2,
16,Thu,24-Dec,W,OT,8-Jul,,San Diego Chargers,23,20,281,175,106,1,343,271,72,1,
17,Sun,3-Jan,L,,9-Jul,@,Kansas City Chiefs,17,23,205,157,48,1,339,150,189,2,
