Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,W,,Jan-00,@,Tennessee Titans,26,16,359,250,109,,350,255,95,,
2,Sun,17-Sep,W,,Feb-00,,New York Jets,45,20,410,230,180,,271,145,126,2,
3,Sun,24-Sep,L,,1-Feb,@,Washington Redskins,10,27,128,96,32,3,472,356,116,2,
4,Sun,1-Oct,L,,2-Feb,@,Denver Broncos,10,16,254,230,24,1,298,155,143,,
5,Sun,8-Oct,L,,3-Feb,,Baltimore Ravens,17,30,245,137,108,1,365,222,143,,
6,Sun,15-Oct,L,,4-Feb,,Los Angeles Chargers,16,17,274,165,109,2,343,263,80,1,
7,Thu,19-Oct,W,,4-Mar,,Kansas City Chiefs,31,30,505,417,88,,425,331,94,,
8,Sun,29-Oct,L,,5-Mar,@,Buffalo Bills,14,34,367,313,54,4,331,165,166,,
9,Sun,5-Nov,W,,5-Apr,@,Miami Dolphins,27,24,379,295,84,2,395,309,86,1,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,19-Nov,L,,6-Apr,,New England Patriots,8,33,344,235,109,2,421,332,89,,
12,Sun,26-Nov,W,,6-May,,Denver Broncos,21,14,348,244,104,1,216,160,56,1,
13,Sun,3-Dec,W,,6-Jun,,New York Giants,24,17,401,282,119,1,265,200,65,2,
14,Sun,10-Dec,L,,7-Jun,@,Kansas City Chiefs,15,26,268,198,70,3,408,243,165,1,
15,Sun,17-Dec,L,,8-Jun,,Dallas Cowboys,17,20,293,171,122,1,330,204,126,2,
16,Mon,25-Dec,L,,9-Jun,@,Philadelphia Eagles,10,19,274,137,137,5,216,138,78,2,
17,Sun,31-Dec,L,,10-Jun,@,Los Angeles Chargers,10,30,336,231,105,2,495,380,115,,
