Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,9-Sep,W,,Jan-00,,Denver Broncos,24,16,357,259,98,,344,249,95,,
2,Sun,15-Sep,L,,1-Jan,,Kansas City Chiefs,10,28,307,178,129,2,467,436,31,1,
3,Sun,22-Sep,L,,2-Jan,@,Minnesota Vikings,14,34,302,214,88,1,385,174,211,,
4,Sun,29-Sep,W,,2-Feb,@,Indianapolis Colts,31,24,377,189,188,1,346,265,81,2,
5,Sun,6-Oct,W,,2-Mar,,Chicago Bears,24,21,398,229,169,2,236,194,42,2,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,20-Oct,L,,3-Mar,@,Green Bay Packers,24,42,484,329,155,2,481,421,60,,
8,Sun,27-Oct,L,,4-Mar,@,Houston Texans,24,27,378,285,93,,388,258,130,,
9,Sun,3-Nov,W,,4-Apr,,Detroit Lions,31,24,450,279,171,,473,383,90,2,
10,Thu,7-Nov,W,,4-May,,Los Angeles Chargers,26,24,278,200,78,,315,169,146,3,
11,Sun,17-Nov,W,,4-Jun,,Cincinnati Bengals,17,10,386,273,113,2,246,73,173,2,
12,Sun,24-Nov,L,,5-Jun,@,New York Jets,3,34,208,140,68,2,401,313,88,1,
13,Sun,1-Dec,L,,6-Jun,@,Kansas City Chiefs,9,40,332,210,122,3,259,163,96,,
14,Sun,8-Dec,L,,7-Jun,,Tennessee Titans,21,42,355,258,97,1,552,391,161,1,
15,Sun,15-Dec,L,,8-Jun,,Jacksonville Jaguars,16,20,364,236,128,,262,185,77,,
16,Sun,22-Dec,W,,8-Jul,@,Los Angeles Chargers,24,17,366,267,99,,284,265,19,,
17,Sun,29-Dec,L,,9-Jul,@,Denver Broncos,15,16,477,380,97,1,238,168,70,1,
