Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,W,,Jan-00,,Arizona Cardinals,35,23,367,285,82,1,308,263,45,4,
2,Mon,18-Sep,W,,Feb-00,@,New York Giants,24,10,257,119,138,1,270,208,62,1,
3,Sun,24-Sep,L,,1-Feb,,Atlanta Falcons,26,30,324,253,71,,428,277,151,3,
4,Sun,1-Oct,W,,1-Mar,@,Minnesota Vikings,14,7,251,154,97,,284,197,87,3,
5,Sun,8-Oct,L,,2-Mar,,Carolina Panthers,24,27,242,192,50,1,362,334,28,,
6,Sun,15-Oct,L,,3-Mar,@,New Orleans Saints,38,52,347,281,66,5,379,186,193,3,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,29-Oct,L,,4-Mar,,Pittsburgh Steelers,15,20,482,411,71,1,392,317,75,2,
9,Mon,6-Nov,W,,4-Apr,@,Green Bay Packers,30,17,417,353,64,1,311,233,78,,
10,Sun,12-Nov,W,,4-May,,Cleveland Browns,38,24,345,241,104,1,413,212,201,2,
11,Sun,19-Nov,W,,4-Jun,@,Chicago Bears,27,24,352,287,65,1,398,176,222,1,
12,Thu,23-Nov,L,,5-Jun,,Minnesota Vikings,23,30,289,236,53,2,408,272,136,,
13,Sun,3-Dec,L,,6-Jun,@,Baltimore Ravens,20,44,372,294,78,3,370,269,101,,
14,Sun,10-Dec,W,,6-Jul,@,Tampa Bay Buccaneers,24,21,434,381,53,3,400,267,133,5,
15,Sat,16-Dec,W,,6-Aug,,Chicago Bears,20,10,293,202,91,1,349,306,43,3,
16,Sun,24-Dec,L,,7-Aug,@,Cincinnati Bengals,17,26,276,189,87,1,364,222,142,1,
17,Sun,31-Dec,W,,7-Sep,,Green Bay Packers,35,11,356,305,51,,256,153,103,4,
