Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,@,Tampa Bay Buccaneers,27,20,431,305,126,1,315,259,56,2,
2,Sun,18-Sep,W,,Feb-00,,Kansas City Chiefs,48,3,411,322,89,1,267,116,151,6,
3,Sun,25-Sep,W,OT,Mar-00,@,Minnesota Vikings,26,23,358,338,20,,321,189,132,,
4,Sun,2-Oct,W,,Apr-00,@,Dallas Cowboys,34,30,303,240,63,1,434,321,113,3,
5,Mon,10-Oct,W,,May-00,,Chicago Bears,24,13,395,214,181,1,359,237,122,,
6,Sun,16-Oct,L,,1-May,,San Francisco 49ers,19,25,310,244,66,,314,111,203,2,
7,Sun,23-Oct,L,,2-May,,Atlanta Falcons,16,23,263,159,104,1,328,199,129,2,
8,Sun,30-Oct,W,,2-Jun,@,Denver Broncos,45,10,376,263,113,,312,117,195,3,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,13-Nov,L,,3-Jun,@,Chicago Bears,13,37,393,313,80,6,216,107,109,1,
11,Sun,20-Nov,W,,3-Jul,,Carolina Panthers,49,35,495,326,169,3,409,272,137,4,
12,Thu,24-Nov,L,,4-Jul,,Green Bay Packers,15,27,409,273,136,3,349,296,53,,
13,Sun,4-Dec,L,,5-Jul,@,New Orleans Saints,17,31,466,379,87,1,438,338,100,,
14,Sun,11-Dec,W,,5-Aug,,Minnesota Vikings,34,28,280,208,72,,425,156,269,6,
15,Sun,18-Dec,W,,5-Sep,@,Oakland Raiders,28,27,432,375,57,1,477,345,132,1,
16,Sat,24-Dec,W,,5-Oct,,San Diego Chargers,38,10,440,353,87,,367,299,68,2,
17,Sun,1-Jan,L,,6-Oct,@,Green Bay Packers,41,45,575,502,73,4,550,469,81,2,
18,Sat,7-Jan,L,,7-Oct,@,New Orleans Saints,28,45,412,380,32,2,626,459,167,2,
