Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,,Minnesota Vikings,34,24,469,357,112,2,330,225,105,4,
2,Sun,15-Sep,L,,1-Jan,@,Arizona Cardinals,21,25,322,273,49,1,348,261,87,1,
3,Sun,22-Sep,W,,1-Feb,@,Washington Redskins,27,20,441,378,63,1,420,300,120,2,
4,Sun,29-Sep,W,,1-Mar,,Chicago Bears,40,32,387,228,159,3,417,286,131,4,
5,Sun,6-Oct,L,,2-Mar,@,Green Bay Packers,9,22,286,222,64,,449,269,180,,
6,Sun,13-Oct,W,,2-Apr,@,Cleveland Browns,31,17,366,248,118,1,395,269,126,2,
7,Sun,20-Oct,L,,3-Apr,,Cincinnati Bengals,24,27,434,357,77,,421,364,57,,
8,Sun,27-Oct,W,,3-May,,Dallas Cowboys,31,30,623,480,143,4,268,206,62,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,10-Nov,W,,3-Jun,@,Chicago Bears,21,19,364,219,145,1,338,300,38,1,
11,Sun,17-Nov,L,,4-Jun,@,Pittsburgh Steelers,27,37,451,344,107,3,398,358,40,,
12,Sun,24-Nov,L,,5-Jun,,Tampa Bay Buccaneers,21,24,390,286,104,5,229,207,22,,
13,Thu,28-Nov,W,,5-Jul,,Green Bay Packers,40,10,561,320,241,4,126,102,24,3,
14,Sun,8-Dec,L,,6-Jul,@,Philadelphia Eagles,20,34,231,151,80,3,478,179,299,1,
15,Mon,16-Dec,L,,7-Jul,,Baltimore Ravens,16,18,349,230,119,3,305,215,90,,
16,Sun,22-Dec,L,OT,8-Jul,,New York Giants,20,23,355,207,148,3,279,238,41,2,
17,Sun,29-Dec,L,,9-Jul,@,Minnesota Vikings,13,14,245,182,63,,345,171,174,2,
