Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,W,,Jan-00,@,Indianapolis Colts,39,35,448,332,116,,450,368,82,,
2,Sun,18-Sep,L,,1-Jan,,Tennessee Titans,15,16,375,238,137,1,363,224,139,1,
3,Sun,25-Sep,L,,2-Jan,@,Green Bay Packers,27,34,418,368,50,1,324,201,123,,
4,Sun,2-Oct,L,,3-Jan,@,Chicago Bears,14,17,263,197,66,2,408,294,114,,
5,Sun,9-Oct,W,,3-Feb,,Philadelphia Eagles,24,23,244,164,80,1,346,230,116,2,
6,Sun,16-Oct,W,,3-Mar,,Los Angeles Rams,31,28,348,265,83,,387,311,76,1,
7,Sun,23-Oct,W,,3-Apr,,Washington Redskins,20,17,344,250,94,,413,283,130,2,
8,Sun,30-Oct,L,,4-Apr,@,Houston Texans,13,20,289,231,58,,269,164,105,1,
9,Sun,6-Nov,W,OT,4-May,@,Minnesota Vikings,22,16,311,214,97,1,337,259,78,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,20-Nov,W,,4-Jun,,Jacksonville Jaguars,26,19,277,263,14,2,285,202,83,3,
12,Thu,24-Nov,W,,4-Jul,,Minnesota Vikings,16,13,308,214,94,,306,224,82,1,
13,Sun,4-Dec,W,,4-Aug,@,New Orleans Saints,28,13,422,337,85,,369,319,50,3,
14,Sun,11-Dec,W,,4-Sep,,Chicago Bears,20,17,323,209,114,2,296,204,92,,
15,Sun,18-Dec,L,,5-Sep,@,New York Giants,6,17,324,268,56,2,300,186,114,,
16,Mon,26-Dec,L,,6-Sep,@,Dallas Cowboys,21,42,319,229,90,2,375,211,164,,
17,Sun,1-Jan,L,,7-Sep,,Green Bay Packers,24,31,408,332,76,1,448,295,153,,
18,Sat,7-Jan,L,,8-Sep,@,Seattle Seahawks,6,26,231,182,49,,387,210,177,,
