Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,10-Sep,L,,0-1,,New York Jets,17,48,339,300,39,5,349,180,169,2,
2,Sun,16-Sep,L,,0-2,@,San Francisco 49ers,27,30,427,329,98,1,346,156,190,,
3,Sun,23-Sep,W,,2-Jan,,New England Patriots,26,10,414,255,159,1,209,120,89,1,
4,Sun,30-Sep,L,,3-Jan,@,Dallas Cowboys,24,26,382,286,96,,414,231,183,,
5,Sun,7-Oct,W,,3-Feb,,Green Bay Packers,31,23,264,170,94,,521,423,98,3,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,21-Oct,W,,3-Mar,@,Miami Dolphins,32,21,457,209,248,,322,215,107,,
8,Sun,28-Oct,L,,4-Mar,,Seattle Seahawks,14,28,331,297,34,3,413,237,176,,
9,Sun,4-Nov,L,,5-Mar,@,Minnesota Vikings,9,24,209,143,66,1,283,155,128,2,
10,Sun,11-Nov,L,,6-Mar,@,Chicago Bears,22,34,305,229,76,3,402,348,54,,
11,Sun,18-Nov,W,,6-Apr,,Carolina Panthers,20,19,309,215,94,,387,331,56,1,
12,Thu,22-Nov,L,,7-Apr,,Chicago Bears,16,23,333,222,111,2,264,226,38,1,
13,Sun,2-Dec,L,,8-Apr,,Los Angeles Rams,16,30,310,208,102,2,344,195,149,2,
14,Sun,9-Dec,W,,8-May,@,Arizona Cardinals,17,3,218,96,122,1,279,218,61,1,
15,Sun,16-Dec,L,,9-May,@,Buffalo Bills,13,14,313,208,105,,312,195,117,,
16,Sun,23-Dec,L,,10-May,,Minnesota Vikings,9,27,223,137,86,,340,240,100,,
17,Sun,30-Dec,W,,10-Jun,@,Green Bay Packers,31,0,402,272,130,,175,129,46,1,
