Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,8-Sep,W,,Jan-00,,New York Giants,35,14,417,341,76,,197,144,53,2,
2,Sun,14-Sep,L,,1-Jan,@,Carolina Panthers,7,24,323,253,70,3,313,251,62,,
3,Sun,21-Sep,W,,1-Feb,,Green Bay Packers,19,7,353,238,115,3,223,147,76,1,
4,Sun,28-Sep,W,,1-Mar,@,New York Jets,24,17,360,272,88,,336,204,132,2,
5,Sun,5-Oct,L,,2-Mar,,Buffalo Bills,14,17,273,204,69,2,343,294,49,1,
6,Sun,12-Oct,W,,2-Apr,@,Minnesota Vikings,17,3,255,155,100,,212,143,69,3,
7,Sun,19-Oct,W,,2-May,,New Orleans Saints,24,23,344,285,59,2,408,335,73,2,
8,Sun,26-Oct,W,,2-Jun,@,Atlanta Falcons,22,21,385,325,60,1,291,213,78,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,9-Nov,W,,2-Jul,,Miami Dolphins,20,16,351,288,63,1,228,178,50,2,
11,Sun,16-Nov,L,,3-Jul,@,Arizona Cardinals,6,14,262,164,98,1,352,306,46,2,
12,Sun,23-Nov,L,,4-Jul,@,New England Patriots,9,34,335,244,91,1,439,349,90,1,
13,Thu,27-Nov,W,,4-Aug,,Chicago Bears,34,17,474,383,91,1,269,256,13,2,
14,Sun,7-Dec,W,,4-Sep,,Tampa Bay Buccaneers,34,17,407,294,113,1,233,207,26,3,
15,Sun,14-Dec,W,,4-Oct,,Minnesota Vikings,16,14,233,153,80,,360,284,76,2,
16,Sun,21-Dec,W,,4-Nov,@,Chicago Bears,20,14,367,229,138,3,234,170,64,1,
17,Sun,28-Dec,L,,5-Nov,@,Green Bay Packers,20,30,313,202,111,1,377,225,152,2,
18,Sun,4-Jan,L,,6-Nov,@,Dallas Cowboys,20,24,397,307,90,3,315,242,73,1,
