Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,5-Sep,W,,Jan-00,@,Chicago Bears,10,3,213,166,47,,254,208,46,1,
2,Sun,15-Sep,W,,Feb-00,,Minnesota Vikings,21,16,335,191,144,2,421,223,198,4,
3,Sun,22-Sep,W,,Mar-00,,Denver Broncos,27,16,312,235,77,,310,161,149,3,
4,Thu,26-Sep,L,,1-Mar,,Philadelphia Eagles,27,34,491,414,77,2,336,160,176,,
5,Sun,6-Oct,W,,1-Apr,@,Dallas Cowboys,34,24,335,215,120,,563,441,122,3,
6,Mon,14-Oct,W,,1-May,,Detroit Lions,23,22,447,277,170,3,299,243,56,,
7,Sun,20-Oct,W,,1-Jun,,Oakland Raiders,42,24,481,421,60,,484,329,155,2,
8,Sun,27-Oct,W,,1-Jul,@,Kansas City Chiefs,31,24,374,256,118,,337,249,88,1,
9,Sun,3-Nov,L,,2-Jul,@,Los Angeles Chargers,11,26,184,139,45,,442,283,159,,
10,Sun,10-Nov,W,,2-Aug,,Carolina Panthers,24,16,388,225,163,,401,281,120,2,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,24-Nov,L,,3-Aug,@,San Francisco 49ers,8,37,198,81,117,1,339,227,112,,
13,Sun,1-Dec,W,,3-Sep,@,New York Giants,31,13,322,243,79,,335,240,95,3,
14,Sun,8-Dec,W,,3-Oct,,Washington Redskins,20,15,341,167,174,1,262,141,121,1,
15,Sun,15-Dec,W,,3-Nov,,Chicago Bears,21,13,292,192,100,,415,319,96,3,
16,Mon,23-Dec,W,,3-Dec,@,Minnesota Vikings,23,10,383,199,184,3,139,82,57,1,
17,Sun,29-Dec,W,,13-3,@,Detroit Lions,23,20,432,312,120,1,305,134,171,1,
18,Sun,12-Jan,W,,14-3,,Seattle Seahawks,28,23,344,235,109,,375,265,110,,
19,Sun,19-Jan,L,,14-4,@,San Francisco 49ers,20,37,358,296,62,3,354,69,285,,
