Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,L,,0-1,,San Francisco 49ers,22,30,324,279,45,1,377,191,186,,
2,Thu,13-Sep,W,,1-Jan,,Chicago Bears,23,10,321,215,106,2,168,74,94,4,
3,Mon,24-Sep,L,,2-Jan,@,Seattle Seahawks,12,14,268,184,84,,238,111,127,,
4,Sun,30-Sep,W,,2-Feb,,New Orleans Saints,28,27,421,319,102,2,474,429,45,,
5,Sun,7-Oct,L,,3-Feb,@,Indianapolis Colts,27,30,356,207,149,1,464,345,119,1,
6,Sun,14-Oct,W,,3-Mar,@,Houston Texans,42,24,427,328,99,,321,231,90,3,
7,Sun,21-Oct,W,,3-Apr,@,St. Louis Rams,30,20,402,332,70,,354,246,108,1,
8,Sun,28-Oct,W,,3-May,,Jacksonville Jaguars,24,15,238,172,66,1,341,279,62,1,
9,Sun,4-Nov,W,,3-Jun,,Arizona Cardinals,31,17,384,208,176,1,340,286,54,2,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,18-Nov,W,,3-Jul,@,Detroit Lions,24,20,314,219,95,1,362,252,110,4,
12,Sun,25-Nov,L,,4-Jul,@,New York Giants,10,38,317,201,116,2,390,243,147,,
13,Sun,2-Dec,W,,4-Aug,,Minnesota Vikings,23,14,435,283,152,1,359,119,240,2,
14,Sun,9-Dec,W,,4-Sep,,Detroit Lions,27,20,288,148,140,1,386,251,135,2,
15,Sun,16-Dec,W,,4-Oct,@,Chicago Bears,21,13,391,278,113,2,190,107,83,1,
16,Sun,23-Dec,W,,4-Nov,,Tennessee Titans,55,7,460,343,117,,180,101,79,2,
17,Sun,30-Dec,L,,5-Nov,@,Minnesota Vikings,34,37,405,333,72,1,444,227,217,,
18,Sat,5-Jan,W,,5-Dec,,Minnesota Vikings,24,10,326,250,76,,324,157,167,3,
19,Sat,12-Jan,L,,6-Dec,@,San Francisco 49ers,31,45,352,248,104,2,579,256,323,1,
