Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Chicago Bears,24,23,370,301,69,2,294,155,139,1,
2,Sun,16-Sep,T,OT,1-0-1,,Minnesota Vikings,29,29,351,253,98,,480,412,68,1,
3,Sun,23-Sep,L,,1/1/2001,@,Washington Redskins,17,31,340,240,100,1,386,220,166,1,
4,Sun,30-Sep,W,,2/1/2001,,Buffalo Bills,22,0,423,282,141,2,145,87,58,3,
5,Sun,7-Oct,L,,2/2/2001,@,Detroit Lions,23,31,521,423,98,3,264,170,94,,
6,Mon,15-Oct,W,,3/2/2001,,San Francisco 49ers,33,30,521,405,116,,401,227,174,3,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,28-Oct,L,,3/3/2001,@,Los Angeles Rams,27,29,359,253,106,1,416,281,135,,
9,Sun,4-Nov,L,,3/4/2001,@,New England Patriots,17,31,367,250,117,1,433,310,123,,
10,Sun,11-Nov,W,,4/4/2001,,Miami Dolphins,31,12,377,182,195,1,294,163,131,2,
11,Thu,15-Nov,L,,4/5/2001,@,Seattle Seahawks,24,27,359,311,48,,378,205,173,1,
12,Sun,25-Nov,L,,4/6/2001,@,Minnesota Vikings,17,24,254,172,82,1,416,325,91,,
13,Sun,2-Dec,L,,4/7/2001,,Arizona Cardinals,17,20,325,227,98,,315,133,182,,
14,Sun,9-Dec,W,,5/7/2001,,Atlanta Falcons,34,20,300,162,138,,344,237,107,2,
15,Sun,16-Dec,L,,5/8/2001,@,Chicago Bears,17,24,323,235,88,1,332,232,100,1,
16,Sun,23-Dec,W,OT,6/8/2001,@,New York Jets,44,38,540,413,127,1,370,323,47,,
17,Sun,30-Dec,L,,6/9/2001,,Detroit Lions,0,31,175,129,46,1,402,272,130,,
