Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,8-Sep,W,,Jan-00,,New Orleans Saints,42,34,399,296,103,,477,396,81,1,
2,Sun,18-Sep,W,,Feb-00,@,Carolina Panthers,30,23,419,295,124,1,475,404,71,4,
3,Sun,25-Sep,W,,Mar-00,@,Chicago Bears,27,17,392,292,100,2,291,278,13,2,
4,Sun,2-Oct,W,,Apr-00,,Denver Broncos,49,23,507,396,111,2,384,265,119,4,
5,Sun,9-Oct,W,,May-00,@,Atlanta Falcons,25,14,426,369,57,1,251,156,95,2,
6,Sun,16-Oct,W,,Jun-00,,St. Louis Rams,24,3,399,309,90,1,424,306,118,1,
7,Sun,23-Oct,W,,Jul-00,@,Minnesota Vikings,33,27,421,307,114,1,435,217,218,2,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,6-Nov,W,,Aug-00,@,San Diego Chargers,45,38,368,232,136,,460,375,85,3,
10,Mon,14-Nov,W,,Sep-00,,Minnesota Vikings,45,7,356,266,90,1,266,162,104,1,
11,Sun,20-Nov,W,,Oct-00,,Tampa Bay Buccaneers,35,26,378,287,91,1,455,334,121,2,
12,Thu,24-Nov,W,,Nov-00,@,Detroit Lions,27,15,349,296,53,,409,273,136,3,
13,Sun,4-Dec,W,,Dec-00,@,New York Giants,38,35,449,360,89,1,447,347,100,2,
14,Sun,11-Dec,W,,13-0,,Oakland Raiders,46,16,391,255,136,1,357,240,117,5,
15,Sun,18-Dec,L,,13-1,@,Kansas City Chiefs,14,19,315,213,102,,438,299,139,,
16,Sun,25-Dec,W,,14-1,,Chicago Bears,35,21,363,282,81,,441,242,199,2,
17,Sun,1-Jan,W,,15-1,,Detroit Lions,45,41,550,469,81,2,575,502,73,4,
18,Sun,15-Jan,L,,15-2,,New York Giants,20,37,388,241,147,4,420,325,95,1,
