Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,W,,Jan-00,@,Philadelphia Eagles,27,20,299,167,132,2,320,171,149,1,
2,Sun,19-Sep,W,,Feb-00,,Buffalo Bills,34,7,346,255,91,,186,62,124,2,
3,Mon,27-Sep,L,,1-Feb,@,Chicago Bears,17,20,379,316,63,2,276,199,77,1,
4,Sun,3-Oct,W,,1-Mar,,Detroit Lions,28,26,261,169,92,4,431,308,123,3,
5,Sun,10-Oct,L,OT,2-Mar,@,Washington Redskins,13,16,427,270,157,2,373,322,51,1,
6,Sun,17-Oct,L,OT,3-Mar,,Miami Dolphins,20,23,359,283,76,1,381,231,150,1,
7,Sun,24-Oct,W,,3-Apr,,Minnesota Vikings,28,24,379,295,84,2,402,206,196,3,
8,Sun,31-Oct,W,,3-May,@,New York Jets,9,0,237,156,81,,360,241,119,3,
9,Sun,7-Nov,W,,3-Jun,,Dallas Cowboys,45,7,415,277,138,,205,166,39,4,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,21-Nov,W,,3-Jul,@,Minnesota Vikings,31,3,374,283,91,,300,207,93,2,
12,Sun,28-Nov,L,,4-Jul,@,Atlanta Falcons,17,20,418,341,77,1,294,177,117,,
13,Sun,5-Dec,W,,4-Aug,,San Francisco 49ers,34,16,410,274,136,,269,172,97,1,
14,Sun,12-Dec,L,,5-Aug,@,Detroit Lions,3,7,258,192,66,3,286,96,190,2,
15,Sun,19-Dec,L,,6-Aug,@,New England Patriots,27,31,369,226,143,2,249,136,113,,
16,Sun,26-Dec,W,,6-Sep,,New York Giants,45,17,515,396,119,1,386,296,90,6,
17,Sun,2-Jan,W,,6-Oct,,Chicago Bears,10,3,284,224,60,2,227,117,110,2,
18,Sun,9-Jan,W,,6-Nov,@,Philadelphia Eagles,21,16,309,171,138,2,352,271,81,1,
19,Sat,15-Jan,W,,6-Dec,@,Atlanta Falcons,48,21,442,346,96,1,194,149,45,4,
20,Sun,23-Jan,W,,13-6,@,Chicago Bears,21,14,356,236,120,2,301,218,83,3,
21,Sun,6-Feb,W,,14-6,N,Pittsburgh Steelers,31,25,338,288,50,,387,261,126,3,
