Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,L,,0-1,@,New York Giants,18,31,237,148,89,5,376,258,118,4,
2,Sun,19-Sep,L,,0-2,,Tampa Bay Buccaneers,7,20,278,159,119,3,273,178,95,,
3,Sun,26-Sep,L,,0-3,,Cincinnati Bengals,7,20,267,180,87,4,305,185,120,2,
4,Sun,3-Oct,L,,0-4,@,New Orleans Saints,14,16,251,133,118,1,383,262,121,2,
5,Sun,10-Oct,L,,0-5,,Chicago Bears,6,23,147,62,85,3,247,29,218,4,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,24-Oct,W,,5-Jan,,San Francisco 49ers,23,20,379,303,76,3,282,183,99,1,
8,Sun,31-Oct,L,,6-Jan,@,St. Louis Rams,10,20,201,176,25,4,246,184,62,,
9,Sun,7-Nov,L,,7-Jan,,New Orleans Saints,3,34,195,68,127,2,408,243,165,1,
10,Sun,14-Nov,L,,8-Jan,@,Tampa Bay Buccaneers,16,31,300,182,118,1,421,235,186,2,
11,Sun,21-Nov,L,,9-Jan,,Baltimore Ravens,13,37,270,150,120,2,378,278,100,2,
12,Sun,28-Nov,L,,10-Jan,@,Cleveland Browns,23,24,326,175,151,1,379,227,152,3,
13,Sun,5-Dec,L,,11-Jan,@,Seattle Seahawks,14,31,283,152,131,1,371,210,161,2,
14,Sun,12-Dec,L,,12-Jan,,Atlanta Falcons,10,31,288,76,212,2,327,200,127,1,
15,Sun,19-Dec,W,,12-Feb,,Arizona Cardinals,19,12,303,126,177,1,218,175,43,2,
16,Thu,23-Dec,L,,13-Feb,@,Pittsburgh Steelers,3,27,119,45,74,2,408,293,115,2,
17,Sun,2-Jan,L,,14-Feb,@,Atlanta Falcons,10,31,291,154,137,2,352,253,99,1,
