Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,8-Sep,L,,0-1,@,Denver Broncos,20,21,333,176,157,1,307,159,148,3,
2,Sun,18-Sep,W,,1-Jan,,San Francisco 49ers,46,27,529,353,176,4,302,237,65,3,
3,Sun,25-Sep,L,,2-Jan,,Minnesota Vikings,10,22,306,201,105,3,211,153,58,,
4,Sun,2-Oct,L,,3-Jan,@,Atlanta Falcons,33,48,378,329,49,2,571,481,90,1,
5,Mon,10-Oct,L,,4-Jan,,Tampa Bay Buccaneers,14,17,414,278,136,4,315,202,113,,
6,Sun,16-Oct,L,,5-Jan,@,New Orleans Saints,38,41,406,303,103,2,523,460,63,1,
7,,,,,,,Bye Week,,,,,,,,,,,
8,Sun,30-Oct,W,,5-Feb,,Arizona Cardinals,30,20,349,208,141,1,340,316,24,2,
9,Sun,6-Nov,W,,5-Mar,@,Los Angeles Rams,13,10,244,185,59,,339,280,59,1,
10,Sun,13-Nov,L,,6-Mar,,Kansas City Chiefs,17,20,341,242,99,2,256,165,91,1,
11,Thu,17-Nov,W,,6-Apr,,New Orleans Saints,23,20,223,173,50,,371,264,107,2,
12,Sun,27-Nov,L,,7-Apr,@,Oakland Raiders,32,35,358,229,129,2,366,310,56,2,
13,Sun,4-Dec,L,,8-Apr,@,Seattle Seahawks,7,40,271,182,89,2,534,294,240,1,
14,Sun,11-Dec,W,,8-May,,San Diego Chargers,28,16,272,146,126,1,278,220,58,5,
15,Mon,19-Dec,W,,8-Jun,@,Washington Redskins,26,15,438,290,148,,335,306,29,3,
16,Sat,24-Dec,L,,9-Jun,,Atlanta Falcons,16,33,302,183,119,2,408,256,152,,
17,Sun,1-Jan,L,,10-Jun,@,Tampa Bay Buccaneers,16,17,335,207,128,3,300,188,112,2,
