Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Dallas Cowboys,16,8,293,146,147,1,232,138,94,1,
2,Sun,16-Sep,L,,1-Jan,@,Atlanta Falcons,24,31,439,318,121,1,442,272,170,1,
3,Sun,23-Sep,W,,1-Feb,,Cincinnati Bengals,31,21,377,147,230,,396,330,66,4,
4,,,,,,,Bye Week,,,,,,,,,,,
5,Sun,7-Oct,W,,1-Mar,,New York Giants,33,31,350,232,118,2,432,382,50,3,
6,Sun,14-Oct,L,,2-Mar,@,Washington Redskins,17,23,350,269,81,3,288,156,132,,
7,Sun,21-Oct,W,,2-Apr,@,Philadelphia Eagles,21,17,371,250,121,,342,284,58,1,
8,Sun,28-Oct,W,,2-May,,Baltimore Ravens,36,21,386,232,154,,325,224,101,3,
9,Sun,4-Nov,W,,2-Jun,,Tampa Bay Buccaneers,42,28,407,228,179,,301,219,82,2,
10,Thu,8-Nov,L,,3-Jun,@,Pittsburgh Steelers,21,52,242,147,95,2,457,319,138,,
11,Sun,18-Nov,L,,4-Jun,@,Detroit Lions,19,20,387,331,56,1,309,215,94,,
12,Sun,25-Nov,L,,5-Jun,,Seattle Seahawks,27,30,476,256,220,1,397,322,75,,
13,Sun,2-Dec,L,,6-Jun,@,Tampa Bay Buccaneers,17,24,444,276,168,4,315,220,95,1,
14,Sun,9-Dec,L,,7-Jun,@,Cleveland Browns,20,26,393,297,96,1,348,232,116,2,
15,Mon,17-Dec,L,,8-Jun,,New Orleans Saints,9,12,247,149,98,2,346,191,155,2,
16,Sun,23-Dec,L,,9-Jun,,Atlanta Falcons,10,24,436,295,141,4,427,233,194,2,
17,Sun,30-Dec,W,,9-Jul,@,New Orleans Saints,33,14,374,263,111,,294,110,184,1,
