Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,W,,Jan-00,@,San Francisco 49ers,23,3,287,171,116,2,217,166,51,2,
2,Sun,17-Sep,W,,Feb-00,,Buffalo Bills,9,3,255,178,77,,176,107,69,,
3,Sun,24-Sep,L,,1-Feb,,New Orleans Saints,13,34,288,156,132,3,362,213,149,,
4,Sun,1-Oct,W,,1-Mar,@,New England Patriots,33,30,444,304,140,2,373,293,80,,
5,Sun,8-Oct,W,,1-Apr,@,Detroit Lions,27,24,362,334,28,,242,192,50,1,
6,Thu,12-Oct,L,,2-Apr,,Philadelphia Eagles,23,28,305,225,80,3,310,209,101,1,
7,Sun,22-Oct,L,,3-Apr,@,Chicago Bears,3,17,293,185,108,3,153,85,68,,
8,Sun,29-Oct,W,,3-May,@,Tampa Bay Buccaneers,17,3,254,154,100,1,279,194,85,3,
9,Sun,5-Nov,W,,3-Jun,,Atlanta Falcons,20,17,330,129,201,2,355,302,53,1,
10,Mon,13-Nov,W,,3-Jul,,Miami Dolphins,45,21,548,254,294,,313,213,100,1,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,26-Nov,W,,3-Aug,@,New York Jets,35,27,299,154,145,,391,282,109,1,
13,Sun,3-Dec,L,,4-Aug,@,New Orleans Saints,21,31,279,167,112,1,400,252,148,1,
14,Sun,10-Dec,W,,4-Sep,,Minnesota Vikings,31,24,345,129,216,1,356,256,100,3,
15,Sun,17-Dec,W,,4-Oct,,Green Bay Packers,31,24,387,236,151,,384,264,120,4,
16,Sun,24-Dec,W,,4-Nov,,Tampa Bay Buccaneers,22,19,255,140,115,1,392,326,66,3,
17,Sun,31-Dec,L,,5-Nov,@,Atlanta Falcons,10,22,248,161,87,3,371,311,60,,
18,Sun,7-Jan,L,,6-Nov,@,New Orleans Saints,26,31,413,306,107,,410,369,41,1,
