Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,W,,Jan-00,@,Jacksonville Jaguars,20,9,263,158,105,1,265,169,96,3,
2,Sun,20-Sep,W,,Feb-00,,Houston Texans,24,17,350,178,172,1,300,239,61,1,
3,Sun,27-Sep,W,,Mar-00,,New Orleans Saints,27,22,431,312,119,,380,310,70,2,
4,Sun,4-Oct,W,,Apr-00,@,Tampa Bay Buccaneers,37,23,244,111,133,1,411,270,141,5,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,18-Oct,W,,May-00,@,Seattle Seahawks,27,23,383,248,135,2,334,219,115,,
7,Sun,25-Oct,W,,Jun-00,,Philadelphia Eagles,27,16,394,190,204,3,349,172,177,1,
8,Mon,2-Nov,W,OT,Jul-00,,Indianapolis Colts,29,26,379,239,140,3,359,223,136,4,
9,Sun,8-Nov,W,,Aug-00,,Green Bay Packers,37,29,427,297,130,1,402,331,71,2,
10,Sun,15-Nov,W,,Sep-00,@,Tennessee Titans,27,10,303,184,119,,242,178,64,2,
11,Sun,22-Nov,W,,Oct-00,,Washington Redskins,44,16,368,226,142,,186,172,14,5,
12,Thu,26-Nov,W,,Nov-00,@,Dallas Cowboys,33,14,294,165,129,,210,179,31,3,
13,Sun,6-Dec,W,,Dec-00,@,New Orleans Saints,41,38,497,322,175,3,334,264,70,1,
14,Sun,13-Dec,W,,13-0,,Atlanta Falcons,38,0,424,282,142,,230,176,54,4,
15,Sun,20-Dec,W,,14-0,@,New York Giants,38,35,480,309,171,1,406,245,161,2,
16,Sun,27-Dec,L,,14-1,@,Atlanta Falcons,13,20,268,113,155,1,373,296,77,1,
17,Sun,3-Jan,W,,15-1,,Tampa Bay Buccaneers,38,10,366,255,111,2,386,309,77,3,
18,Sun,17-Jan,W,,16-1,,Seattle Seahawks,31,24,295,151,144,,403,325,78,2,
19,Sun,24-Jan,W,,17-1,,Arizona Cardinals,49,15,476,324,152,1,287,227,60,7,
20,Sun,7-Feb,L,,17-2,N,Denver Broncos,10,24,315,197,118,4,194,104,90,2,
