Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Thu,5-Sep,L,,0-1,@,Denver Broncos,27,49,393,335,58,2,510,445,65,2,
2,Sun,15-Sep,W,,1-Jan,,Cleveland Browns,14,6,296,197,99,1,259,194,65,,
3,Sun,22-Sep,W,,1-Feb,,Houston Texans,30,9,236,161,75,,264,170,94,1,
4,Sun,29-Sep,L,,2-Feb,@,Buffalo Bills,20,23,345,321,24,5,350,147,203,3,
5,Sun,6-Oct,W,,2-Mar,@,Miami Dolphins,26,23,384,251,133,2,294,272,22,,
6,Sun,13-Oct,L,,3-Mar,,Green Bay Packers,17,19,360,313,47,1,438,298,140,2,
7,Sun,20-Oct,L,,4-Mar,@,Pittsburgh Steelers,16,19,287,205,82,,286,145,141,1,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,3-Nov,L,,5-Mar,@,Cleveland Browns,18,24,278,223,55,2,315,242,73,1,
10,Sun,10-Nov,W,OT,5-Apr,,Cincinnati Bengals,20,17,189,104,85,3,364,244,120,3,
11,Sun,17-Nov,L,OT,6-Apr,@,Chicago Bears,20,23,317,143,174,2,319,215,104,,
12,Sun,24-Nov,W,,6-May,,New York Jets,19,3,312,245,67,1,220,118,102,3,
13,Thu,28-Nov,W,,6-Jun,,Pittsburgh Steelers,22,20,311,237,74,,329,257,72,,
14,Sun,8-Dec,W,,6-Jul,,Minnesota Vikings,29,26,325,228,97,3,379,265,114,1,
15,Mon,16-Dec,W,,6-Aug,@,Detroit Lions,18,16,305,215,90,,349,230,119,3,
16,Sun,22-Dec,L,,7-Aug,,New England Patriots,7,41,358,237,121,4,300,158,142,,
17,Sun,29-Dec,L,,8-Aug,@,Cincinnati Bengals,17,34,222,175,47,3,392,281,111,4,
