Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,13-Sep,W,,Jan-00,@,New York Jets,10,9,282,233,49,3,176,60,116,1,
2,Sun,19-Sep,L,,1-Jan,@,Cincinnati Bengals,10,15,259,150,109,4,253,159,94,,
3,Sun,26-Sep,W,,1-Feb,,Cleveland Browns,24,17,365,256,109,,304,131,173,,
4,Sun,3-Oct,W,,1-Mar,@,Pittsburgh Steelers,17,14,320,250,70,2,210,126,84,1,
5,Sun,10-Oct,W,,1-Apr,,Denver Broncos,31,17,415,182,233,,346,307,39,1,
6,Sun,17-Oct,L,OT,2-Apr,@,New England Patriots,20,23,377,278,99,,394,267,127,2,
7,Sun,24-Oct,W,OT,2-May,,Buffalo Bills,37,34,364,229,135,2,514,382,132,4,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,7-Nov,W,,2-Jun,,Miami Dolphins,26,10,402,256,146,,289,216,73,3,
10,Thu,11-Nov,L,,3-Jun,@,Atlanta Falcons,21,26,320,204,116,2,362,302,60,,
11,Sun,21-Nov,W,,3-Jul,@,Carolina Panthers,37,13,378,278,100,2,270,150,120,2,
12,Sun,28-Nov,W,,3-Aug,,Tampa Bay Buccaneers,17,10,349,257,92,1,263,162,101,,
13,Sun,5-Dec,L,,4-Aug,,Pittsburgh Steelers,10,13,269,226,43,1,288,234,54,1,
14,Mon,13-Dec,W,OT,4-Sep,@,Houston Texans,34,28,253,190,63,,489,378,111,2,
15,Sun,19-Dec,W,,4-Oct,,New Orleans Saints,30,24,356,148,208,,269,242,27,1,
16,Sun,26-Dec,W,,4-Nov,@,Cleveland Browns,20,10,258,97,161,1,280,178,102,4,
17,Sun,2-Jan,W,,4-Dec,,Cincinnati Bengals,13,7,199,101,98,2,395,305,90,5,
18,Sun,9-Jan,W,,13-4,@,Kansas City Chiefs,30,7,390,248,142,2,161,53,108,5,
19,Sat,15-Jan,L,,13-5,@,Pittsburgh Steelers,24,31,126,91,35,3,263,192,71,2,
