Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,@,Miami Dolphins,59,10,643,378,265,,200,179,21,3,
2,Sun,15-Sep,W,,Feb-00,,Arizona Cardinals,23,17,440,258,182,,349,329,20,,
3,Sun,22-Sep,L,,1-Feb,@,Kansas City Chiefs,28,33,452,249,203,,503,363,140,,
4,Sun,29-Sep,L,,2-Feb,,Cleveland Browns,25,40,395,222,173,3,530,337,193,1,
5,Sun,6-Oct,W,OT,2-Mar,@,Pittsburgh Steelers,26,23,277,139,138,3,269,192,77,2,
6,Sun,13-Oct,W,,2-Apr,,Cincinnati Bengals,23,17,497,228,269,1,250,217,33,1,
7,Sun,20-Oct,W,,2-May,@,Seattle Seahawks,30,16,340,141,199,,347,241,106,2,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,3-Nov,W,,2-Jun,,New England Patriots,37,20,372,162,210,2,342,268,74,2,
10,Sun,10-Nov,W,,2-Jul,@,Cincinnati Bengals,49,13,379,243,136,1,307,150,157,3,
11,Sun,17-Nov,W,,2-Aug,,Houston Texans,41,7,491,235,256,,232,110,122,2,
12,Mon,25-Nov,W,,2-Sep,@,Los Angeles Rams,45,6,480,195,285,,221,199,22,2,
13,Sun,1-Dec,W,,2-Oct,,San Francisco 49ers,20,17,283,105,178,1,331,157,174,1,
14,Sun,8-Dec,W,,2-Nov,@,Buffalo Bills,24,17,257,139,118,1,209,105,104,1,
15,Thu,12-Dec,W,,2-Dec,,New York Jets,42,21,430,212,218,,310,207,103,2,
16,Sun,22-Dec,W,,13-2,@,Cleveland Browns,31,15,481,238,243,1,241,184,57,1,
17,Sun,29-Dec,W,,14-2,,Pittsburgh Steelers,28,10,304,81,223,2,168,77,91,2,
18,Sat,11-Jan,L,,14-3,,Tennessee Titans,12,28,530,345,185,3,300,83,217,,
