Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Buffalo Bills,47,3,369,252,117,1,153,70,83,2,
2,Thu,13-Sep,L,,1-Jan,@,Cincinnati Bengals,23,34,425,359,66,3,373,265,108,,
3,Sun,23-Sep,W,,1-Feb,,Denver Broncos,27,14,342,265,77,,293,173,120,1,
4,Sun,30-Sep,W,,1-Mar,@,Pittsburgh Steelers,26,14,451,355,96,1,284,265,19,2,
5,Sun,7-Oct,L,OT,2-Mar,@,Cleveland Browns,9,12,410,294,116,2,416,304,112,1,
6,Sun,14-Oct,W,,2-Apr,@,Tennessee Titans,21,0,361,238,123,1,106,51,55,,
7,Sun,21-Oct,L,,3-Apr,,New Orleans Saints,23,24,351,274,77,,339,205,134,1,
8,Sun,28-Oct,L,,4-Apr,@,Carolina Panthers,21,36,325,224,101,3,386,232,154,,
9,Sun,4-Nov,L,,5-Apr,,Pittsburgh Steelers,16,23,265,204,61,,395,282,113,,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,18-Nov,W,,5-May,,Cincinnati Bengals,24,21,403,136,267,1,255,207,48,,
12,Sun,25-Nov,W,,5-Jun,,Oakland Raiders,34,17,416,174,242,2,249,182,67,1,
13,Sun,2-Dec,W,,5-Jul,@,Atlanta Falcons,26,16,366,159,207,1,131,97,34,1,
14,Sun,9-Dec,L,OT,6-Jul,@,Kansas City Chiefs,24,27,321,127,194,1,442,348,94,1,
15,Sun,16-Dec,W,,6-Aug,,Tampa Bay Buccaneers,20,12,370,128,242,2,241,156,85,1,
16,Sat,22-Dec,W,,6-Sep,@,Los Angeles Chargers,22,10,361,202,159,1,198,147,51,3,
17,Sun,30-Dec,W,,6-Oct,,Cleveland Browns,26,24,463,167,296,1,426,376,50,3,
18,Sun,6-Jan,L,,7-Oct,,Los Angeles Chargers,17,23,229,139,90,3,243,154,89,1,
