Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,10-Sep,W,,Jan-00,,Cincinnati Bengals,44,13,430,308,122,,322,193,129,2,
2,Sun,16-Sep,L,,1-Jan,@,Philadelphia Eagles,23,24,325,214,111,2,486,357,129,4,
3,Sun,23-Sep,W,,1-Feb,,New England Patriots,31,30,503,382,121,1,396,319,77,,
4,Thu,27-Sep,W,,1-Mar,,Cleveland Browns,23,16,438,337,101,1,357,314,43,2,
5,Sun,7-Oct,W,,1-Apr,@,Kansas City Chiefs,9,6,298,165,133,2,338,124,214,4,
6,Sun,14-Oct,W,,1-May,,Dallas Cowboys,31,29,316,230,86,,481,254,227,1,
7,Sun,21-Oct,L,,2-May,@,Houston Texans,13,43,176,121,55,2,420,239,181,,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,4-Nov,W,,2-Jun,@,Cleveland Browns,25,15,282,145,137,,290,174,116,2,
10,Sun,11-Nov,W,,2-Jul,,Oakland Raiders,55,20,419,341,78,1,422,350,72,3,
11,Sun,18-Nov,W,,2-Aug,@,Pittsburgh Steelers,13,10,200,153,47,,309,175,134,3,
12,Sun,25-Nov,W,OT,2-Sep,@,San Diego Chargers,16,13,443,316,127,,280,189,91,,
13,Sun,2-Dec,L,,3-Sep,,Pittsburgh Steelers,20,23,288,177,111,2,366,270,96,3,
14,Sun,9-Dec,L,OT,4-Sep,@,Washington Redskins,28,31,359,173,186,2,423,244,179,1,
15,Sun,16-Dec,L,,5-Sep,,Denver Broncos,17,34,278,222,56,2,350,187,163,,
16,Sun,23-Dec,W,,5-Oct,,New York Giants,33,14,533,309,224,,186,119,67,,
17,Sun,30-Dec,L,,6-Oct,@,Cincinnati Bengals,17,23,352,146,206,1,189,142,47,,
18,Sun,6-Jan,W,,6-Nov,,Indianapolis Colts,24,9,439,269,170,2,419,267,152,2,
19,Sat,12-Jan,W,OT,6-Dec,@,Denver Broncos,38,35,479,324,155,1,398,273,125,3,
20,Sun,20-Jan,W,,13-6,@,New England Patriots,28,13,356,235,121,,428,320,108,3,
21,Sun,3-Feb,W,,14-6,N,San Francisco 49ers,34,31,367,274,93,1,468,286,182,2,
