Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,L,,0-1,@,Denver Broncos,13,19,173,100,73,2,219,150,69,1,
2,Sun,20-Sep,L,,0-2,@,Oakland Raiders,33,37,493,384,109,2,448,351,97,1,
3,Sun,27-Sep,L,,0-3,,Cincinnati Bengals,24,28,398,362,36,1,458,372,86,2,
4,Thu,1-Oct,W,OT,3-Jan,@,Pittsburgh Steelers,23,20,356,165,191,2,263,96,167,,
5,Sun,11-Oct,L,OT,4-Jan,,Cleveland Browns,30,33,377,196,181,,505,422,83,,
6,Sun,18-Oct,L,,5-Jan,@,San Francisco 49ers,20,25,420,343,77,2,391,326,65,,
7,Mon,26-Oct,L,,6-Jan,@,Arizona Cardinals,18,26,276,221,55,2,414,264,150,,
8,Sun,1-Nov,W,,6-Feb,,San Diego Chargers,29,26,365,293,72,,371,290,81,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,15-Nov,L,,7-Feb,,Jacksonville Jaguars,20,22,397,308,89,4,258,168,90,1,
11,Sun,22-Nov,W,,7-Mar,,St. Louis Rams,16,13,388,292,96,2,213,131,82,4,
12,Mon,30-Nov,W,,7-Apr,@,Cleveland Browns,33,27,336,232,104,2,338,275,63,,
13,Sun,6-Dec,L,,8-Apr,@,Miami Dolphins,13,15,375,281,94,2,219,82,137,1,
14,Sun,13-Dec,L,,9-Apr,,Seattle Seahawks,6,35,302,274,28,2,424,301,123,1,
15,Sun,20-Dec,L,,10-Apr,,Kansas City Chiefs,14,34,366,273,93,3,277,164,113,,
16,Sun,27-Dec,W,,10-May,,Pittsburgh Steelers,20,17,386,265,121,,308,198,110,3,
17,Sun,3-Jan,L,,11-May,@,Cincinnati Bengals,16,24,341,282,59,2,292,147,145,,
