Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,W,,Jan-00,@,Cincinnati Bengals,20,0,268,111,157,1,221,144,77,5,
2,Sun,17-Sep,W,,Feb-00,,Cleveland Browns,24,10,337,201,136,2,386,293,93,5,
3,Sun,24-Sep,L,,1-Feb,@,Jacksonville Jaguars,7,44,186,52,134,3,410,244,166,,
4,Sun,1-Oct,L,,2-Feb,,Pittsburgh Steelers,9,26,288,206,82,3,381,208,173,1,
5,Sun,8-Oct,W,,2-Mar,@,Oakland Raiders,30,17,365,222,143,,245,137,108,1,
6,Sun,15-Oct,L,OT,3-Mar,,Chicago Bears,24,27,291,166,125,3,342,111,231,2,
7,Sun,22-Oct,L,,4-Mar,@,Minnesota Vikings,16,24,208,144,64,,357,188,169,1,
8,Thu,26-Oct,W,,4-Apr,,Miami Dolphins,40,0,295,121,174,,196,151,45,2,
9,Sun,5-Nov,L,,5-Apr,@,Tennessee Titans,20,23,341,268,73,2,257,186,71,1,
10,,,,,,,Bye Week,,,,,,,,,,,
11,Sun,19-Nov,W,,5-May,@,Green Bay Packers,23,0,219,161,58,1,265,190,75,5,
12,Mon,27-Nov,W,,5-Jun,,Houston Texans,23,16,294,155,139,,303,237,66,3,
13,Sun,3-Dec,W,,5-Jul,,Detroit Lions,44,20,370,269,101,,372,294,78,3,
14,Sun,10-Dec,L,,6-Jul,@,Pittsburgh Steelers,38,39,413,261,152,1,545,486,59,,
15,Sun,17-Dec,W,,6-Aug,@,Cleveland Browns,27,10,376,279,97,,266,136,130,4,
16,Sat,23-Dec,W,,6-Sep,,Indianapolis Colts,23,16,323,220,103,,296,203,93,,
17,Sun,31-Dec,L,,7-Sep,,Cincinnati Bengals,27,31,312,194,118,1,359,213,146,1,
