Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,W,,Jan-00,,Indianapolis Colts,46,9,373,310,63,1,225,150,75,3,
2,Sun,17-Sep,L,,1-Jan,,Washington Redskins,20,27,332,235,97,2,385,156,229,,
3,Thu,21-Sep,W,,1-Feb,@,San Francisco 49ers,41,39,418,292,126,2,421,308,113,2,
4,Sun,1-Oct,W,,1-Mar,@,Dallas Cowboys,35,30,412,244,168,,440,251,189,2,
5,Sun,8-Oct,L,,2-Mar,,Seattle Seahawks,10,16,375,275,100,5,241,179,62,2,
6,Sun,15-Oct,W,,2-Apr,@,Jacksonville Jaguars,27,17,249,107,142,1,389,220,169,1,
7,Sun,22-Oct,W,,2-May,,Arizona Cardinals,33,0,425,228,197,1,196,171,25,2,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,5-Nov,W,,2-Jun,@,New York Giants,51,17,473,311,162,,319,208,111,3,
10,Sun,12-Nov,W,,2-Jul,,Houston Texans,33,7,443,339,104,,283,194,89,4,
11,Sun,19-Nov,L,,3-Jul,@,Minnesota Vikings,7,24,254,209,45,1,451,280,171,,
12,Sun,26-Nov,W,,3-Aug,,New Orleans Saints,26,20,415,327,88,1,346,223,123,,
13,Sun,3-Dec,W,,3-Sep,@,Arizona Cardinals,32,16,303,213,90,1,305,187,118,2,
14,Sun,10-Dec,L,,4-Sep,,Philadelphia Eagles,35,43,307,198,109,2,455,316,139,1,
15,Sun,17-Dec,W,,4-Oct,@,Seattle Seahawks,42,7,352,108,244,1,149,71,78,2,
16,Sun,24-Dec,W,,4-Nov,@,Tennessee Titans,27,23,402,286,116,1,366,269,97,1,
17,Sun,31-Dec,L,,5-Nov,,San Francisco 49ers,13,34,251,149,102,2,461,292,169,3,
18,Sat,6-Jan,L,,6-Nov,,Atlanta Falcons,13,26,361,246,115,2,322,198,124,,
