Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,L,,0-1,,Minnesota Vikings,6,34,318,246,72,2,355,170,185,,
2,Sun,14-Sep,W,,1-Jan,@,Tampa Bay Buccaneers,19,17,339,220,119,1,332,175,157,1,
3,Sun,21-Sep,L,,2-Jan,,Dallas Cowboys,31,34,448,327,121,3,340,217,123,2,
4,,,,,,,Bye Week,,,,,,,,,,,
5,Sun,5-Oct,L,,3-Jan,@,Philadelphia Eagles,28,34,466,341,125,3,352,207,145,3,
6,Mon,13-Oct,L,,4-Jan,,San Francisco 49ers,17,31,309,216,93,1,432,343,89,1,
7,Sun,19-Oct,W,,4-Feb,,Seattle Seahawks,28,26,275,173,102,,463,292,171,,
8,Sun,26-Oct,L,,5-Feb,@,Kansas City Chiefs,7,34,200,116,84,1,355,215,140,1,
9,Sun,2-Nov,W,,5-Mar,@,San Francisco 49ers,13,10,193,102,91,2,263,183,80,2,
10,Sun,9-Nov,L,,6-Mar,@,Arizona Cardinals,14,31,244,174,70,3,335,307,28,1,
11,Sun,16-Nov,W,,6-Apr,,Denver Broncos,22,7,337,206,131,,397,369,28,2,
12,Sun,23-Nov,L,,7-Apr,@,San Diego Chargers,24,27,317,210,107,3,410,282,128,3,
13,Sun,30-Nov,W,,7-May,,Oakland Raiders,52,0,348,176,172,,244,183,61,5,
14,Sun,7-Dec,W,,7-Jun,@,Washington Redskins,24,0,329,198,131,,206,179,27,2,
15,Thu,11-Dec,L,,8-Jun,,Arizona Cardinals,6,12,280,211,69,2,274,131,143,,
16,Sun,21-Dec,L,,9-Jun,,New York Giants,27,37,387,281,106,3,514,386,128,,
17,Sun,28-Dec,L,,10-Jun,@,Seattle Seahawks,6,20,245,203,42,3,354,222,132,2,
