Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,@,Carolina Panthers,30,27,349,183,166,1,343,216,127,3,
2,Sun,15-Sep,W,,Feb-00,,New Orleans Saints,27,9,380,265,115,1,244,187,57,1,
3,Sun,22-Sep,W,,Mar-00,@,Cleveland Browns,20,13,344,254,90,3,270,175,95,1,
4,Sun,29-Sep,L,,1-Mar,,Tampa Bay Buccaneers,40,55,518,490,28,4,464,376,88,1,
5,Thu,3-Oct,L,,2-Mar,@,Seattle Seahawks,29,30,477,395,82,2,429,262,167,1,
6,Sun,13-Oct,L,,3-Mar,,San Francisco 49ers,7,20,157,48,109,1,331,232,99,2,
7,Sun,20-Oct,W,,3-Apr,@,Atlanta Falcons,37,10,381,291,90,,224,186,38,3,
8,Sun,27-Oct,W,,3-May,,Cincinnati Bengals,24,10,470,372,98,,401,297,104,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,10-Nov,L,,4-May,@,Pittsburgh Steelers,12,17,306,218,88,4,273,231,42,2,
11,Sun,17-Nov,W,,4-Jun,,Chicago Bears,17,7,283,173,110,2,267,193,74,1,
12,Mon,25-Nov,L,,5-Jun,,Baltimore Ravens,6,45,221,199,22,2,480,195,285,,
13,Sun,1-Dec,W,,5-Jul,@,Arizona Cardinals,34,7,549,417,132,,198,124,74,1,
14,Sun,8-Dec,W,,5-Aug,,Seattle Seahawks,28,12,455,293,162,2,308,202,106,1,
15,Sun,15-Dec,L,,6-Aug,@,Dallas Cowboys,21,44,289,267,22,1,475,212,263,,
16,Sat,21-Dec,L,,7-Aug,@,San Francisco 49ers,31,34,395,323,72,1,334,215,119,2,
17,Sun,29-Dec,W,,7-Sep,,Arizona Cardinals,31,24,424,311,113,,393,322,71,5,
