Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,L,,0-1,@,Detroit Lions,23,27,250,173,77,,429,346,83,3,
2,Sun,16-Sep,W,,1-Jan,,Washington Redskins,31,28,452,301,151,3,373,197,176,1,
3,Sun,23-Sep,L,,2-Jan,@,Chicago Bears,6,23,160,101,59,2,274,171,103,1,
4,Sun,30-Sep,W,,2-Feb,,Seattle Seahawks,19,13,286,211,75,1,319,140,179,3,
5,Thu,4-Oct,W,,2-Mar,,Arizona Cardinals,17,3,242,131,111,1,282,237,45,1,
6,Sun,14-Oct,L,,3-Mar,@,Miami Dolphins,14,17,462,300,162,1,192,156,36,,
7,Sun,21-Oct,L,,4-Mar,,Green Bay Packers,20,30,354,246,108,1,402,332,70,,
8,Sun,28-Oct,L,,5-Mar,,New England Patriots,7,45,326,219,107,2,473,321,152,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,11-Nov,T,OT,3/5/2001,@,San Francisco 49ers,24,24,458,299,159,1,341,158,183,,
11,Sun,18-Nov,L,,3/6/2001,,New York Jets,13,27,281,167,114,3,289,165,124,,
12,Sun,25-Nov,W,,4/6/2001,@,Arizona Cardinals,31,17,367,194,173,1,375,301,74,4,
13,Sun,2-Dec,W,OT,5/6/2001,,San Francisco 49ers,16,13,293,208,85,,339,191,148,1,
14,Sun,9-Dec,W,,6/6/2001,@,Buffalo Bills,15,12,285,207,78,1,281,220,61,2,
15,Sun,16-Dec,L,,6/7/2001,,Minnesota Vikings,22,36,432,345,87,2,322,109,213,,
16,Sun,23-Dec,W,,7/7/2001,@,Tampa Bay Buccaneers,28,13,285,196,89,2,429,349,80,5,
17,Sun,30-Dec,L,,7/8/2001,@,Seattle Seahawks,13,20,331,252,79,1,362,209,153,,
