Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,W,,Jan-00,@,Cleveland Browns,23,10,275,255,20,1,291,244,47,3,
2,Sun,15-Sep,W,,Feb-00,@,Indianapolis Colts,24,20,398,297,101,1,448,315,133,1,
3,Sun,22-Sep,W,,Mar-00,,Atlanta Falcons,27,23,285,195,90,2,377,231,146,2,
4,Mon,30-Sep,L,,1-Mar,@,New Orleans Saints,17,38,331,216,115,4,465,397,68,1,
5,Sun,6-Oct,L,,2-Mar,,Baltimore Ravens,23,26,294,272,22,,384,251,133,2,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,20-Oct,L,,3-Mar,,Buffalo Bills,21,23,293,173,120,3,268,178,90,1,
8,Sun,27-Oct,L,,4-Mar,@,New England Patriots,17,27,301,145,156,3,252,100,152,1,
9,Thu,31-Oct,W,OT,4-Apr,,Cincinnati Bengals,22,20,345,188,157,1,465,302,163,4,
10,Mon,11-Nov,L,,5-Apr,@,Tampa Bay Buccaneers,19,22,213,211,2,1,264,124,140,1,
11,Sun,17-Nov,W,,5-May,,San Diego Chargers,20,16,343,239,104,1,435,281,154,1,
12,Sun,24-Nov,L,,6-May,,Carolina Panthers,16,20,332,280,52,1,295,159,136,1,
13,Sun,1-Dec,W,,6-Jun,@,New York Jets,23,3,453,328,125,1,177,78,99,3,
14,Sun,8-Dec,W,,6-Jul,@,Pittsburgh Steelers,34,28,367,186,181,1,412,328,84,1,
15,Sun,15-Dec,W,,6-Aug,,New England Patriots,24,20,378,289,89,1,453,357,96,1,
16,Sun,22-Dec,L,,7-Aug,@,Buffalo Bills,0,19,103,89,14,2,390,187,203,1,
17,Sun,29-Dec,L,,8-Aug,,New York Jets,7,20,296,204,92,3,374,220,154,,
