Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
2,Sun,17-Sep,W,,Jan-00,@,Los Angeles Chargers,19,17,336,225,111,,367,323,44,,
3,Sun,24-Sep,L,,1-Jan,@,New York Jets,6,20,225,195,30,2,336,233,103,1,
4,Sun,1-Oct,L,,2-Jan,,New Orleans Saints,0,20,186,128,58,1,347,261,86,,
5,Sun,8-Oct,W,,2-Feb,,Tennessee Titans,16,10,178,78,100,2,188,119,69,2,
6,Sun,15-Oct,W,,2-Mar,@,Atlanta Falcons,20,17,289,151,138,1,339,239,100,1,
7,Sun,22-Oct,W,,2-Apr,,New York Jets,31,28,357,304,53,2,272,180,92,2,
8,Thu,26-Oct,L,,3-Apr,@,Baltimore Ravens,0,40,196,151,45,2,295,121,174,,
9,Sun,5-Nov,L,,4-Apr,,Oakland Raiders,24,27,395,309,86,1,379,295,84,2,
10,Mon,13-Nov,L,,5-Apr,@,Carolina Panthers,21,45,313,213,100,1,548,254,294,,
11,Sun,19-Nov,L,,6-Apr,,Tampa Bay Buccaneers,20,30,448,365,83,5,321,268,53,,
12,Sun,26-Nov,L,,7-Apr,@,New England Patriots,17,35,221,154,67,3,417,221,196,2,
13,Sun,3-Dec,W,,7-May,,Denver Broncos,35,9,367,222,145,3,270,167,103,3,
14,Mon,11-Dec,W,,7-Jun,,New England Patriots,27,20,362,242,120,,248,223,25,2,
15,Sun,17-Dec,L,,8-Jun,@,Buffalo Bills,16,24,349,249,100,3,328,212,116,,
16,Sun,24-Dec,L,,9-Jun,@,Kansas City Chiefs,13,29,345,286,59,2,404,301,103,,
17,Sun,31-Dec,L,,10-Jun,,Buffalo Bills,16,22,356,263,93,1,312,186,126,,
