Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,W,,Jan-00,,Tennessee Titans,27,20,342,222,120,2,336,220,116,3,
2,Sun,16-Sep,W,,Feb-00,@,New York Jets,20,12,257,122,135,2,362,320,42,3,
3,Sun,23-Sep,W,,Mar-00,,Oakland Raiders,28,20,373,332,41,,434,325,109,2,
4,Sun,30-Sep,L,,1-Mar,@,New England Patriots,7,38,172,116,56,2,449,274,175,2,
5,Sun,7-Oct,L,,2-Mar,@,Cincinnati Bengals,17,27,297,169,128,3,332,229,103,1,
6,Sun,14-Oct,W,OT,2-Apr,,Chicago Bears,31,28,541,380,161,3,467,303,164,3,
7,Sun,21-Oct,L,,3-Apr,,Detroit Lions,21,32,322,215,107,,457,209,248,,
8,Thu,25-Oct,L,,4-Apr,@,Houston Texans,23,42,370,254,116,1,427,239,188,,
9,Sun,4-Nov,W,,4-May,,New York Jets,13,6,168,104,64,,282,202,80,4,
10,Sun,11-Nov,L,,5-May,@,Green Bay Packers,12,31,294,163,131,2,377,182,195,1,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,25-Nov,L,,6-May,@,Indianapolis Colts,24,27,314,201,113,1,455,337,118,3,
13,Sun,2-Dec,W,,6-Jun,,Buffalo Bills,21,17,175,115,60,1,415,217,198,3,
14,Sun,9-Dec,W,,6-Jul,,New England Patriots,34,33,412,223,189,,421,344,77,,
15,Sun,16-Dec,L,,7-Jul,@,Minnesota Vikings,17,41,193,37,156,,418,198,220,1,
16,Sun,23-Dec,L,,8-Jul,,Jacksonville Jaguars,7,17,183,121,62,2,244,118,126,1,
17,Sun,30-Dec,L,,9-Jul,@,Buffalo Bills,17,42,225,126,99,4,381,215,166,1,
