Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,,Baltimore Ravens,10,59,200,179,21,3,643,378,265,,
2,Sun,15-Sep,L,,0-2,,New England Patriots,0,43,184,142,42,4,379,255,124,1,
3,Sun,22-Sep,L,,0-3,@,Dallas Cowboys,6,31,283,211,72,1,476,241,235,1,
4,Sun,29-Sep,L,,0-4,,Los Angeles Chargers,10,30,233,161,72,1,390,311,79,,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,13-Oct,L,,0-5,,Washington Redskins,16,17,271,187,84,2,311,166,145,,
7,Sun,20-Oct,L,,0-6,@,Buffalo Bills,21,31,381,272,109,2,305,188,117,,
8,Mon,28-Oct,L,,0-7,@,Pittsburgh Steelers,14,27,230,170,60,4,394,236,158,1,
9,Sun,3-Nov,W,,7-Jan,,New York Jets,26,18,316,266,50,,321,238,83,1,
10,Sun,10-Nov,W,,7-Feb,@,Indianapolis Colts,16,12,229,159,70,2,300,191,109,3,
11,Sun,17-Nov,L,,8-Feb,,Buffalo Bills,20,37,303,280,23,1,424,256,168,,
12,Sun,24-Nov,L,,9-Feb,@,Cleveland Browns,24,41,284,192,92,2,467,320,147,1,
13,Sun,1-Dec,W,,9-Mar,,Philadelphia Eagles,37,31,409,351,58,1,386,294,92,1,
14,Sun,8-Dec,L,,10-Mar,@,New York Jets,21,22,362,240,122,1,374,262,112,1,
15,Sun,15-Dec,L,,11-Mar,@,New York Giants,20,36,384,262,122,1,412,274,138,3,
16,Sun,22-Dec,W,OT,11-Apr,,Cincinnati Bengals,38,35,502,406,96,1,430,371,59,1,
17,Sun,29-Dec,W,,11-May,@,New England Patriots,27,24,389,326,63,,352,217,135,2,
