Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,@,Seattle Seahawks,10,12,214,150,64,,352,240,112,2,
2,Sun,18-Sep,L,,0-2,@,New England Patriots,24,31,457,387,70,4,463,302,161,1,
3,Sun,25-Sep,W,OT,2-Jan,,Cleveland Browns,30,24,426,311,115,3,430,261,169,1,
4,Thu,29-Sep,L,,3-Jan,@,Cincinnati Bengals,7,22,222,160,62,2,362,285,77,,
5,Sun,9-Oct,L,,4-Jan,,Tennessee Titans,17,30,200,149,51,2,398,163,235,,
6,Sun,16-Oct,W,,4-Feb,,Pittsburgh Steelers,30,15,474,252,222,,297,169,128,2,
7,Sun,23-Oct,W,,4-Mar,,Buffalo Bills,28,25,454,198,256,,267,200,67,,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,6-Nov,W,,4-Apr,,New York Jets,27,23,274,137,137,,331,191,140,2,
10,Sun,13-Nov,W,,4-May,@,San Diego Chargers,31,24,337,231,106,1,379,309,70,4,
11,Sun,20-Nov,W,,4-Jun,@,Los Angeles Rams,14,10,240,142,98,1,227,125,102,1,
12,Sun,27-Nov,W,,4-Jul,,San Francisco 49ers,31,24,358,263,95,,475,282,193,2,
13,Sun,4-Dec,L,,5-Jul,@,Baltimore Ravens,6,38,277,215,62,3,496,386,110,2,
14,Sun,11-Dec,W,,5-Aug,,Arizona Cardinals,26,23,314,231,83,3,300,125,175,4,
15,Sat,17-Dec,W,,5-Sep,@,New York Jets,34,13,303,236,67,1,360,244,116,4,
16,Sat,24-Dec,W,OT,5-Oct,@,Buffalo Bills,34,31,494,233,261,1,589,317,272,,
17,Sun,1-Jan,L,,6-Oct,,New England Patriots,14,35,280,205,75,2,396,276,120,,
18,Sun,8-Jan,L,,7-Oct,@,Pittsburgh Steelers,12,30,305,253,52,3,367,188,179,2,
