Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,12-Sep,L,,0-1,,New England Patriots,24,38,488,390,98,1,622,516,106,1,
2,Sun,18-Sep,L,,0-2,,Houston Texans,13,23,306,153,153,2,345,207,138,,
3,Sun,25-Sep,L,,0-3,@,Cleveland Browns,16,17,369,231,138,2,280,210,70,1,
4,Sun,2-Oct,L,,0-4,@,San Diego Chargers,16,26,248,176,72,2,411,295,116,,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Mon,17-Oct,L,,0-5,@,New York Jets,6,24,308,190,118,3,296,192,104,1,
7,Sun,23-Oct,L,OT,0-6,,Denver Broncos,15,18,267,173,94,1,308,131,177,1,
8,Sun,30-Oct,L,,0-7,@,New York Giants,17,20,246,101,145,1,402,344,58,,
9,Sun,6-Nov,W,,7-Jan,@,Kansas City Chiefs,31,3,351,244,107,,343,227,116,,
10,Sun,13-Nov,W,,7-Feb,,Washington Redskins,20,9,303,200,103,2,246,185,61,2,
11,Sun,20-Nov,W,,7-Mar,,Buffalo Bills,35,8,242,147,95,,245,204,41,2,
12,Thu,24-Nov,L,,8-Mar,@,Dallas Cowboys,19,20,352,263,89,1,303,218,85,2,
13,Sun,4-Dec,W,,8-Apr,,Oakland Raiders,34,14,362,153,209,,304,258,46,1,
14,Sun,11-Dec,L,,9-Apr,,Philadelphia Eagles,10,26,204,95,109,3,239,188,51,2,
15,Sun,18-Dec,W,,9-May,@,Buffalo Bills,30,23,448,194,254,3,404,291,113,3,
16,Sat,24-Dec,L,,10-May,@,New England Patriots,24,27,374,253,121,2,400,281,119,,
17,Sun,1-Jan,W,,10-Jun,,New York Jets,19,17,210,128,82,2,374,245,129,3,
