Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,,Kansas City Chiefs,2,28,178,107,71,2,292,171,121,,
2,Sun,15-Sep,L,,0-2,@,Oakland Raiders,9,19,248,214,34,,340,114,226,1,
3,Sun,22-Sep,L,,0-3,@,Seattle Seahawks,17,45,265,214,51,3,479,323,156,2,
4,Sun,29-Sep,L,,0-4,,Indianapolis Colts,3,37,205,165,40,3,437,280,157,1,
5,Sun,6-Oct,L,,0-5,@,St. Louis Rams,20,34,363,267,96,3,351,208,143,,
6,Sun,13-Oct,L,,0-6,@,Denver Broncos,19,35,362,291,71,2,407,295,112,3,
7,Sun,20-Oct,L,,0-7,,San Diego Chargers,6,24,353,275,78,1,434,276,158,,
8,Sun,27-Oct,L,,0-8,,San Francisco 49ers,10,42,318,228,90,1,398,177,221,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,10-Nov,W,,8-Jan,@,Tennessee Titans,29,27,214,160,54,2,362,279,83,4,
11,Sun,17-Nov,L,,9-Jan,,Arizona Cardinals,14,27,274,242,32,2,416,402,14,,
12,Sun,24-Nov,W,,9-Feb,@,Houston Texans,13,6,333,215,118,,218,141,77,1,
13,Sun,1-Dec,W,,9-Mar,@,Cleveland Browns,32,28,314,202,112,1,439,342,97,3,
14,Thu,5-Dec,W,,9-Apr,,Houston Texans,27,20,281,132,149,,406,323,83,2,
15,Sun,15-Dec,L,,10-Apr,,Buffalo Bills,20,27,354,195,159,4,366,168,198,2,
16,Sun,22-Dec,L,,11-Apr,,Tennessee Titans,16,20,289,226,63,1,346,164,182,1,
17,Sun,29-Dec,L,,12-Apr,@,Indianapolis Colts,10,30,350,308,42,2,379,299,80,,
