Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,W,,Jan-00,@,Houston Texans,29,7,280,125,155,,203,110,93,4,
2,Sun,17-Sep,L,,1-Jan,,Tennessee Titans,16,37,310,211,99,3,390,211,179,1,
3,Sun,24-Sep,W,,1-Feb,,Baltimore Ravens,44,7,410,244,166,,186,52,134,3,
4,Sun,1-Oct,L,OT,2-Feb,@,New York Jets,20,23,311,136,175,1,471,215,256,2,
5,Sun,8-Oct,W,,2-Mar,@,Pittsburgh Steelers,30,9,313,82,231,1,371,301,70,5,
6,Sun,15-Oct,L,,3-Mar,,Los Angeles Rams,17,27,389,220,169,1,249,107,142,1,
7,Sun,22-Oct,W,,3-Apr,@,Indianapolis Colts,27,0,518,330,188,2,232,136,96,,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,5-Nov,W,,3-May,,Cincinnati Bengals,23,7,408,259,149,1,148,119,29,,
10,Sun,12-Nov,W,OT,3-Jun,,Los Angeles Chargers,20,17,398,263,135,2,322,235,87,2,
11,Sun,19-Nov,W,,3-Jul,@,Cleveland Browns,19,7,284,145,139,1,184,134,50,5,
12,Sun,26-Nov,L,,4-Jul,@,Arizona Cardinals,24,27,219,128,91,3,344,236,108,2,
13,Sun,3-Dec,W,,4-Aug,,Indianapolis Colts,30,10,426,330,96,,290,149,141,2,
14,Sun,10-Dec,W,,4-Sep,,Seattle Seahawks,30,24,424,268,156,1,401,260,141,3,
15,Sun,17-Dec,W,,4-Oct,,Houston Texans,45,7,464,326,138,,186,99,87,1,
16,Sun,24-Dec,L,,5-Oct,@,San Francisco 49ers,33,44,472,380,92,3,369,238,131,1,
17,Sun,31-Dec,L,,6-Oct,@,Tennessee Titans,10,15,229,146,83,4,232,116,116,1,
18,Sun,7-Jan,W,,6-Nov,,Buffalo Bills,10,3,230,75,155,,263,133,130,2,
19,Sun,14-Jan,W,,6-Dec,@,Pittsburgh Steelers,45,42,378,214,164,,545,462,83,2,
20,Sun,21-Jan,L,,7-Dec,@,New England Patriots,20,24,374,273,101,,344,298,46,1,
