Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Wed,5-Sep,L,,0-1,,Dallas Cowboys,17,24,269,187,82,1,433,290,143,1,
2,Sun,16-Sep,W,,1-Jan,,Tampa Bay Buccaneers,41,34,604,510,94,3,307,228,79,2,
3,Thu,20-Sep,W,,1-Feb,@,Carolina Panthers,36,7,405,280,125,,327,267,60,5,
4,Sun,30-Sep,L,,2-Feb,@,Philadelphia Eagles,17,19,366,309,57,1,422,231,191,,
5,Sun,7-Oct,W,,2-Mar,,Cleveland Browns,41,27,502,259,243,2,375,291,84,3,
6,Sun,14-Oct,W,,2-Apr,@,San Francisco 49ers,26,3,342,193,149,,314,234,80,3,
7,Sun,21-Oct,W,,2-May,,Washington Redskins,27,23,393,329,64,2,480,232,248,4,
8,Sun,28-Oct,W,,2-Jun,@,Dallas Cowboys,29,24,293,190,103,2,434,415,19,6,
9,Sun,4-Nov,L,,3-Jun,,Pittsburgh Steelers,20,24,182,114,68,1,349,191,158,2,
10,Sun,11-Nov,L,,4-Jun,@,Cincinnati Bengals,13,31,318,189,129,4,275,199,76,1,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,25-Nov,W,,4-Jul,,Green Bay Packers,38,10,390,243,147,,317,201,116,2,
13,Mon,3-Dec,L,,5-Jul,@,Washington Redskins,16,17,390,273,117,,370,163,207,1,
14,Sun,9-Dec,W,,5-Aug,,New Orleans Saints,52,27,394,259,135,2,487,345,142,4,
15,Sun,16-Dec,L,,6-Aug,@,Atlanta Falcons,0,34,256,159,97,3,394,265,129,,
16,Sun,23-Dec,L,,7-Aug,@,Baltimore Ravens,14,33,186,119,67,,533,309,224,,
17,Sun,30-Dec,W,,7-Sep,,Philadelphia Eagles,42,7,397,212,185,,317,207,110,1,
