Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,Dallas Cowboys,31,36,478,428,50,6,331,244,87,1,
2,Sun,15-Sep,L,,0-2,,Denver Broncos,23,41,376,353,23,4,414,307,107,1,
3,Sun,22-Sep,L,,0-3,@,Carolina Panthers,0,38,150,90,60,3,402,208,194,2,
4,Sun,29-Sep,L,,0-4,@,Kansas City Chiefs,7,31,298,200,98,3,390,288,102,3,
5,Sun,6-Oct,L,,0-5,,Philadelphia Eagles,21,36,383,330,53,4,439,299,140,,
6,Thu,10-Oct,L,,0-6,@,Chicago Bears,21,27,355,232,123,3,372,262,110,,
7,Mon,21-Oct,W,,6-Jan,,Minnesota Vikings,23,7,257,193,64,1,206,176,30,3,
8,Sun,27-Oct,W,,6-Feb,@,Philadelphia Eagles,15,7,325,237,88,1,200,152,48,3,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,10-Nov,W,,6-Mar,,Oakland Raiders,24,20,251,118,133,3,213,106,107,2,
11,Sun,17-Nov,W,,6-Apr,,Green Bay Packers,27,13,334,256,78,1,394,339,55,3,
12,Sun,24-Nov,L,,7-Apr,,Dallas Cowboys,21,24,356,154,202,1,311,204,107,1,
13,Sun,1-Dec,W,,7-May,@,Washington Redskins,24,17,286,206,80,1,323,184,139,1,
14,Sun,8-Dec,L,,8-May,@,San Diego Chargers,14,37,333,241,92,3,388,244,144,1,
15,Sun,15-Dec,L,,9-May,,Seattle Seahawks,0,23,181,156,25,5,327,193,134,1,
16,Sun,22-Dec,W,OT,9-Jun,@,Detroit Lions,23,20,279,238,41,2,355,207,148,3,
17,Sun,29-Dec,W,,9-Jul,,Washington Redskins,20,6,278,156,122,3,251,160,91,4,
