Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,9-Sep,L,,0-1,,Jacksonville Jaguars,15,20,324,210,114,2,305,168,137,1,
2,Sun,16-Sep,L,,0-2,@,Dallas Cowboys,13,20,255,220,35,1,298,160,138,,
3,Sun,23-Sep,W,,2-Jan,@,Houston Texans,27,22,379,265,114,,427,368,59,2,
4,Sun,30-Sep,L,,3-Jan,,New Orleans Saints,18,33,299,234,65,2,389,219,170,,
5,Sun,7-Oct,L,,4-Jan,@,Carolina Panthers,31,33,432,382,50,3,350,232,118,2,
6,Thu,11-Oct,L,,5-Jan,,Philadelphia Eagles,13,34,401,254,147,1,379,271,108,,
7,Mon,22-Oct,L,,6-Jan,@,Atlanta Falcons,20,23,433,372,61,,423,356,67,1,
8,Sun,28-Oct,L,,7-Jan,,Washington Redskins,13,20,303,266,37,2,360,178,182,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Mon,12-Nov,W,,7-Feb,@,San Francisco 49ers,27,23,277,180,97,,374,250,124,2,
11,Sun,18-Nov,W,,7-Mar,,Tampa Bay Buccaneers,38,35,359,196,163,,510,359,151,4,
12,Sun,25-Nov,L,,8-Mar,@,Philadelphia Eagles,22,25,402,276,126,1,341,214,127,,
13,Sun,2-Dec,W,OT,8-Apr,,Chicago Bears,30,27,338,197,141,1,376,258,118,3,
14,Sun,9-Dec,W,,8-May,@,Washington Redskins,40,16,402,175,227,1,288,204,84,3,
15,Sun,16-Dec,L,,9-May,,Tennessee Titans,0,17,260,213,47,2,301,86,215,,
16,Sun,23-Dec,L,,10-May,@,Indianapolis Colts,27,28,392,309,83,1,402,353,49,1,
17,Sun,30-Dec,L,,11-May,,Dallas Cowboys,35,36,441,298,143,2,419,368,51,1,
