Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,Dallas Cowboys,17,35,470,319,151,2,494,405,89,,
2,Sun,15-Sep,L,,0-2,,Buffalo Bills,14,28,370,241,129,2,388,237,151,,
3,Sun,22-Sep,W,,2-Jan,@,Tampa Bay Buccaneers,32,31,384,312,72,2,499,355,144,1,
4,Sun,29-Sep,W,,2-Feb,,Washington Redskins,24,3,389,225,164,4,176,121,55,4,
5,Sun,6-Oct,L,,3-Feb,,Minnesota Vikings,10,28,211,147,64,1,490,279,211,1,
6,Thu,10-Oct,L,,4-Feb,@,New England Patriots,14,35,213,161,52,4,427,313,114,2,
7,Sun,20-Oct,L,,5-Feb,,Arizona Cardinals,21,27,263,156,107,3,245,89,156,,
8,Sun,27-Oct,L,,6-Feb,@,Detroit Lions,26,31,370,290,80,1,375,316,59,2,
9,Mon,4-Nov,L,,7-Feb,,Dallas Cowboys,18,37,271,171,100,3,429,257,172,2,
10,Sun,10-Nov,L,,8-Feb,@,New York Jets,27,34,281,258,23,2,294,218,76,,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,24-Nov,L,,9-Feb,@,Chicago Bears,14,19,243,134,109,1,335,270,65,2,
13,Sun,1-Dec,L,,10-Feb,,Green Bay Packers,13,31,335,240,95,3,322,243,79,,
14,Mon,9-Dec,L,OT,11-Feb,@,Philadelphia Eagles,17,23,255,182,73,,418,300,118,1,
15,Sun,15-Dec,W,,11-Mar,,Miami Dolphins,36,20,412,274,138,3,384,262,122,1,
16,Sun,22-Dec,W,OT,11-Apr,@,Washington Redskins,41,35,552,346,206,,361,281,80,,
17,Sun,29-Dec,L,,12-Apr,,Philadelphia Eagles,17,34,397,275,122,2,400,279,121,,
