Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,,Tampa Bay Buccaneers,24,31,374,322,52,,371,281,90,1,
2,Sun,18-Sep,W,,1-Jan,@,Oakland Raiders,35,28,528,389,139,1,454,299,155,,
3,Mon,26-Sep,W,,1-Feb,@,New Orleans Saints,45,32,442,225,217,,474,359,115,2,
4,Sun,2-Oct,W,,1-Mar,,Carolina Panthers,48,33,571,481,90,1,378,329,49,2,
5,Sun,9-Oct,W,,1-Apr,@,Denver Broncos,23,16,372,250,122,1,267,183,84,1,
6,Sun,16-Oct,L,,2-Apr,@,Seattle Seahawks,24,26,362,310,52,2,333,261,72,,
7,Sun,23-Oct,L,OT,3-Apr,,San Diego Chargers,30,33,386,256,130,1,426,348,78,2,
8,Sun,30-Oct,W,,3-May,,Green Bay Packers,33,32,367,277,90,,331,223,108,,
9,Thu,3-Nov,W,,3-Jun,@,Tampa Bay Buccaneers,43,28,461,325,136,1,396,326,70,2,
10,Sun,13-Nov,L,,4-Jun,@,Philadelphia Eagles,15,24,303,255,48,1,429,221,208,1,
11,,,,,,,Bye Week,,,,,,,,,,,
12,Sun,27-Nov,W,,4-Jul,,Arizona Cardinals,38,19,360,244,116,1,332,274,58,1,
13,Sun,4-Dec,L,,5-Jul,,Kansas City Chiefs,28,29,418,290,128,1,389,266,123,1,
14,Sun,11-Dec,W,,5-Aug,@,Los Angeles Rams,42,14,286,220,66,,312,208,104,5,
15,Sun,18-Dec,W,,5-Sep,,San Francisco 49ers,41,13,550,302,248,1,272,165,107,1,
16,Sat,24-Dec,W,,5-Oct,@,Carolina Panthers,33,16,408,256,152,,302,183,119,2,
17,Sun,1-Jan,W,,5-Nov,,New Orleans Saints,38,32,465,323,142,,473,341,132,1,
18,Sat,14-Jan,W,,5-Dec,,Seattle Seahawks,36,20,422,323,99,,309,208,101,2,
19,Sun,22-Jan,W,,13-5,,Green Bay Packers,44,21,493,392,101,,367,268,99,2,
20,Sun,5-Feb,L,OT,13-6,N,New England Patriots,28,34,344,240,104,1,546,442,104,2,
