Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,7-Sep,W,OT,Jan-00,,New Orleans Saints,37,34,568,445,123,1,472,333,139,2,
2,Sun,14-Sep,L,,1-Jan,@,Cincinnati Bengals,10,24,309,212,97,3,472,302,170,,
3,Thu,18-Sep,W,,1-Feb,,Tampa Bay Buccaneers,56,14,488,344,144,4,217,153,64,5,
4,Sun,28-Sep,L,,2-Feb,@,Minnesota Vikings,28,41,411,288,123,2,558,317,241,,
5,Sun,5-Oct,L,,3-Feb,@,New York Giants,20,30,397,307,90,1,317,193,124,2,
6,Sun,12-Oct,L,,4-Feb,,Chicago Bears,13,27,287,245,42,1,478,375,103,,
7,Sun,19-Oct,L,,5-Feb,@,Baltimore Ravens,7,29,254,186,68,1,371,248,123,3,
8,Sun,26-Oct,L,,6-Feb,,Detroit Lions,21,22,291,213,78,1,385,325,60,1,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,9-Nov,W,,6-Mar,@,Tampa Bay Buccaneers,27,17,322,212,110,,373,281,92,3,
11,Sun,16-Nov,W,,6-Apr,@,Carolina Panthers,19,17,346,260,86,1,391,285,106,2,
12,Sun,23-Nov,L,,7-Apr,,Cleveland Browns,24,26,315,252,63,2,475,313,162,3,
13,Sun,30-Nov,W,,7-May,,Arizona Cardinals,29,18,500,358,142,1,329,294,35,3,
14,Mon,8-Dec,L,,8-May,@,Green Bay Packers,37,43,465,374,91,1,502,323,179,,
15,Sun,14-Dec,L,,9-May,,Pittsburgh Steelers,20,27,407,310,97,1,398,353,45,,
16,Sun,21-Dec,W,,9-Jun,@,New Orleans Saints,30,14,403,322,81,,328,271,57,4,
17,Sun,28-Dec,L,,10-Jun,,Carolina Panthers,3,34,288,225,63,3,306,112,194,,
