Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,L,OT,0-1,@,Pittsburgh Steelers,9,15,295,237,58,1,354,211,143,1,
2,Sun,19-Sep,W,,1-Jan,,Arizona Cardinals,41,7,444,223,221,1,267,149,118,3,
3,Sun,26-Sep,W,OT,1-Feb,@,New Orleans Saints,27,24,417,215,202,1,398,355,43,3,
4,Sun,3-Oct,W,,1-Mar,,San Francisco 49ers,16,14,357,259,98,2,262,181,81,3,
5,Sun,10-Oct,W,,1-Apr,@,Cleveland Browns,20,10,338,173,165,1,269,221,48,3,
6,Sun,17-Oct,L,,2-Apr,@,Philadelphia Eagles,17,31,293,228,65,2,474,320,154,1,
7,Sun,24-Oct,W,,2-May,,Cincinnati Bengals,39,32,452,299,153,2,469,385,84,1,
8,,,,,,,Bye Week,,,,,,,,,,,
9,Sun,7-Nov,W,,2-Jun,,Tampa Bay Buccaneers,27,21,365,235,130,,278,182,96,2,
10,Thu,11-Nov,W,,2-Jul,,Baltimore Ravens,26,21,362,302,60,,320,204,116,2,
11,Sun,21-Nov,W,,2-Aug,@,St. Louis Rams,34,17,391,253,138,,304,233,71,1,
12,Sun,28-Nov,W,,2-Sep,,Green Bay Packers,20,17,294,177,117,,418,341,77,1,
13,Sun,5-Dec,W,,2-Oct,@,Tampa Bay Buccaneers,28,24,290,205,85,2,325,174,151,1,
14,Sun,12-Dec,W,,2-Nov,@,Carolina Panthers,31,10,327,200,127,1,288,76,212,2,
15,Sun,19-Dec,W,,2-Dec,@,Seattle Seahawks,34,18,266,168,98,1,234,143,91,3,
16,Mon,27-Dec,L,,3-Dec,,New Orleans Saints,14,17,215,140,75,2,368,296,72,2,
17,Sun,2-Jan,W,,13-3,,Carolina Panthers,31,10,352,253,99,1,291,154,137,2,
18,Sat,15-Jan,L,,13-4,,Green Bay Packers,21,48,194,149,45,4,442,346,96,1,
