Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,Minnesota Vikings,12,28,345,272,73,3,269,97,172,,
2,Sun,15-Sep,W,,1-Jan,,Philadelphia Eagles,24,20,367,310,57,3,286,237,49,3,
3,Sun,22-Sep,L,,2-Jan,@,Indianapolis Colts,24,27,397,304,93,1,379,300,79,,
4,Sun,29-Sep,L,,3-Jan,,Tennessee Titans,10,24,422,364,58,1,365,227,138,,
5,Sun,6-Oct,L,,4-Jan,@,Houston Texans,32,53,373,316,57,1,592,426,166,1,
6,Sun,13-Oct,L,,5-Jan,@,Arizona Cardinals,33,34,444,341,103,,442,340,102,,
7,Sun,20-Oct,L,,6-Jan,,Los Angeles Rams,10,37,224,186,38,3,381,291,90,,
8,Sun,27-Oct,L,,7-Jan,,Seattle Seahawks,20,27,510,441,69,3,322,171,151,,
10,Sun,10-Nov,W,,7-Feb,@,New Orleans Saints,26,9,317,174,143,1,310,258,52,,
11,Sun,17-Nov,W,,7-Mar,@,Carolina Panthers,29,3,349,295,54,,347,270,77,4,
12,Sun,24-Nov,L,,8-Mar,,Tampa Bay Buccaneers,22,35,337,280,57,2,446,313,133,2,
13,Thu,28-Nov,L,,9-Mar,,New Orleans Saints,18,26,348,259,89,3,279,184,95,,
14,Sun,8-Dec,W,,9-Apr,,Carolina Panthers,40,20,461,302,159,,345,245,100,4,
15,Sun,15-Dec,W,,9-May,@,San Francisco 49ers,29,22,290,201,89,1,313,193,120,2,
16,Sun,22-Dec,W,,9-Jun,,Jacksonville Jaguars,24,12,518,383,135,2,288,173,115,1,
17,Sun,29-Dec,W,OT,9-Jul,@,Tampa Bay Buccaneers,28,22,373,286,87,1,329,193,136,3,
