Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,8-Sep,L,,0-1,@,New Orleans Saints,17,23,367,279,88,2,419,341,78,1,
2,Sun,15-Sep,W,,1-Jan,,St. Louis Rams,31,24,393,357,36,,421,352,69,1,
3,Sun,22-Sep,L,,2-Jan,@,Miami Dolphins,23,27,377,231,146,2,285,195,90,2,
4,Sun,29-Sep,L,,3-Jan,,New England Patriots,23,30,457,399,58,1,448,316,132,,
5,Mon,7-Oct,L,,4-Jan,,New York Jets,28,30,363,299,64,1,288,170,118,,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,20-Oct,W,,4-Feb,,Tampa Bay Buccaneers,31,23,291,273,18,1,337,226,111,1,
8,Sun,27-Oct,L,,5-Feb,@,Arizona Cardinals,13,27,292,265,27,4,348,147,201,1,
9,Sun,3-Nov,L,,6-Feb,@,Carolina Panthers,10,34,289,211,78,4,373,242,131,2,
10,Sun,10-Nov,L,,7-Feb,,Seattle Seahawks,10,33,226,162,64,1,490,279,211,,
11,Sun,17-Nov,L,,8-Feb,@,Tampa Bay Buccaneers,28,41,420,268,152,3,410,224,186,,
12,Thu,21-Nov,L,,9-Feb,,New Orleans Saints,13,17,355,264,91,1,374,271,103,,
13,Sun,1-Dec,W,OT,9-Mar,@,Buffalo Bills,34,31,423,272,151,1,405,210,195,2,
14,Sun,8-Dec,L,,10-Mar,@,Green Bay Packers,21,22,285,202,83,2,334,222,112,2,
15,Sun,15-Dec,W,,10-Apr,,Washington Redskins,27,26,243,189,54,2,476,373,103,7,
16,Mon,23-Dec,L,,11-Apr,@,San Francisco 49ers,24,34,402,341,61,2,379,180,199,,
17,Sun,29-Dec,L,,12-Apr,,Carolina Panthers,20,21,307,231,76,1,283,149,134,2,
