Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,13-Sep,L,OT,0-1,@,St. Louis Rams,31,34,343,219,124,1,352,276,76,3,
2,Sun,20-Sep,L,,0-2,@,Green Bay Packers,17,27,324,205,119,2,361,234,127,1,
3,Sun,27-Sep,W,,2-Jan,,Chicago Bears,26,0,371,212,159,,146,48,98,,
4,Mon,5-Oct,W,,2-Feb,,Detroit Lions,13,10,345,235,110,3,256,203,53,1,
5,Sun,11-Oct,L,OT,3-Feb,@,Cincinnati Bengals,24,27,397,197,200,1,419,310,109,2,
6,Sun,18-Oct,L,,4-Feb,,Carolina Panthers,23,27,334,219,115,,383,248,135,2,
7,Thu,22-Oct,W,,4-Mar,@,San Francisco 49ers,20,3,388,212,176,2,142,81,61,,
8,Sun,1-Nov,W,,4-Apr,@,Dallas Cowboys,13,12,323,210,113,1,220,91,129,,
9,,,,,,,Bye Week,,,,,,,,,,,
10,Sun,15-Nov,L,,5-Apr,,Arizona Cardinals,32,39,343,228,115,1,451,334,117,3,
11,Sun,22-Nov,W,,5-May,,San Francisco 49ers,29,13,508,253,255,,306,247,59,,
12,Sun,29-Nov,W,,5-Jun,,Pittsburgh Steelers,39,30,436,336,100,,538,480,58,4,
13,Sun,6-Dec,W,,5-Jul,@,Minnesota Vikings,38,7,433,260,173,1,125,94,31,1,
14,Sun,13-Dec,W,,5-Aug,@,Baltimore Ravens,35,6,424,301,123,1,302,274,28,2,
15,Sun,20-Dec,W,,5-Sep,,Cleveland Browns,30,13,423,241,182,,230,136,94,1,
16,Sun,27-Dec,L,,6-Sep,,St. Louis Rams,17,23,312,253,59,3,205,103,102,,
17,Sun,3-Jan,W,,6-Oct,@,Arizona Cardinals,36,6,354,209,145,,232,205,27,3,
18,Sun,10-Jan,W,,6-Nov,@,Minnesota Vikings,10,9,226,129,97,1,183,125,58,1,
19,Sun,17-Jan,L,,7-Nov,@,Carolina Panthers,24,31,403,325,78,2,295,151,144,,
