Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,11-Sep,L,,0-1,@,San Francisco 49ers,17,33,219,155,64,3,209,124,85,,
2,Sun,18-Sep,L,,0-2,@,Pittsburgh Steelers,0,24,164,133,31,,421,297,124,,
3,Sun,25-Sep,W,,2-Jan,,Arizona Cardinals,13,10,261,139,122,1,324,234,90,2,
4,Sun,2-Oct,L,,3-Jan,,Atlanta Falcons,28,30,372,319,53,2,412,291,121,,
5,Sun,9-Oct,W,,3-Feb,@,New York Giants,36,25,424,279,145,3,464,395,69,5,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,23-Oct,L,,4-Feb,@,Cleveland Browns,3,6,137,69,68,2,300,159,141,1,
8,Sun,30-Oct,L,,5-Feb,,Cincinnati Bengals,12,34,411,350,61,2,252,160,92,2,
9,Sun,6-Nov,L,,6-Feb,@,Dallas Cowboys,13,23,381,219,162,3,442,279,163,1,
10,Sun,13-Nov,W,,6-Mar,,Baltimore Ravens,22,17,327,208,119,,323,248,75,3,
11,Sun,20-Nov,W,,6-Apr,@,St. Louis Rams,24,7,289,163,126,2,185,143,42,3,
12,Sun,27-Nov,L,,7-Apr,,Washington Redskins,17,23,250,126,124,1,416,306,110,2,
13,Thu,1-Dec,W,,7-May,,Philadelphia Eagles,31,14,347,173,174,,330,198,132,4,
14,Mon,12-Dec,W,,7-Jun,,St. Louis Rams,30,13,359,214,145,1,281,167,114,1,
15,Sun,18-Dec,W,,7-Jul,@,Chicago Bears,38,14,286,226,60,1,221,89,132,5,
16,Sat,24-Dec,L,,8-Jul,,San Francisco 49ers,17,19,265,141,124,1,349,171,178,,
17,Sun,1-Jan,L,OT,9-Jul,@,Arizona Cardinals,20,23,369,191,178,1,388,257,131,2,
