Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,12-Sep,W,,Jan-00,,San Francisco 49ers,31,6,242,165,77,1,263,214,49,2,
2,Sun,19-Sep,L,,1-Jan,@,Denver Broncos,14,31,339,230,109,4,369,304,65,,
3,Sun,26-Sep,W,,1-Feb,,San Diego Chargers,27,20,271,203,68,2,518,429,89,5,
4,Sun,3-Oct,L,,2-Feb,@,St. Louis Rams,3,20,257,193,64,2,349,261,88,1,
5,,,,,,,Bye Week,,,,,,,,,,,
6,Sun,17-Oct,W,,2-Mar,@,Chicago Bears,23,20,353,242,111,,307,246,61,,
7,Sun,24-Oct,W,,2-Apr,,Arizona Cardinals,22,10,302,158,144,1,227,114,113,5,
8,Sun,31-Oct,L,,3-Apr,@,Oakland Raiders,3,33,164,117,47,1,545,306,239,,
9,Sun,7-Nov,L,,4-Apr,,New York Giants,7,41,162,113,49,3,487,290,197,1,
10,Sun,14-Nov,W,,4-May,@,Arizona Cardinals,36,18,490,380,110,1,327,286,41,2,
11,Sun,21-Nov,L,,5-May,@,New Orleans Saints,19,34,424,366,58,2,494,382,112,2,
12,Sun,28-Nov,L,,6-May,,Kansas City Chiefs,24,42,288,268,20,3,503,233,270,1,
13,Sun,5-Dec,W,,6-Jun,,Carolina Panthers,31,14,371,210,161,2,283,152,131,1,
14,Sun,12-Dec,L,,7-Jun,@,San Francisco 49ers,21,40,361,277,84,5,336,241,95,,
15,Sun,19-Dec,L,,8-Jun,,Atlanta Falcons,18,34,234,143,91,3,266,168,98,1,
16,Sun,26-Dec,L,,9-Jun,@,Tampa Bay Buccaneers,15,38,174,84,90,,439,231,208,,
17,Sun,2-Jan,W,,9-Jul,,St. Louis Rams,16,6,333,192,141,1,184,137,47,1,
18,Sat,8-Jan,W,,9-Aug,,New Orleans Saints,41,36,415,265,150,1,474,397,77,1,
19,Sun,16-Jan,L,,10-Aug,@,Chicago Bears,24,35,276,242,34,,437,261,176,1,
