Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Sun,10-Sep,L,,0-1,@,Green Bay Packers,9,17,225,135,90,1,370,286,84,1,
2,Sun,17-Sep,W,,1-Jan,,San Francisco 49ers,12,9,312,181,131,,248,89,159,1,
3,Sun,24-Sep,L,,2-Jan,@,Tennessee Titans,27,33,433,364,69,,420,225,195,,
4,Sun,1-Oct,W,,2-Feb,,Indianapolis Colts,46,18,477,283,194,2,237,139,98,2,
5,Sun,8-Oct,W,,2-Mar,@,Los Angeles Rams,16,10,241,179,62,2,375,275,100,5,
6,,,,,,,Bye Week,,,,,,,,,,,
7,Sun,22-Oct,W,,2-Apr,@,New York Giants,24,7,425,321,104,1,177,131,46,1,
8,Sun,29-Oct,W,,2-May,,Houston Texans,41,38,479,446,33,1,509,367,142,3,
9,Sun,5-Nov,L,,3-May,,Washington Redskins,14,17,437,289,148,2,244,193,51,1,
10,Thu,9-Nov,W,,3-Jun,@,Arizona Cardinals,22,16,287,212,75,,290,256,34,1,
11,Mon,20-Nov,L,,4-Jun,,Atlanta Falcons,31,34,360,224,136,2,279,190,89,1,
12,Sun,26-Nov,W,,4-Jul,@,San Francisco 49ers,24,13,318,228,90,1,280,196,84,1,
13,Sun,3-Dec,W,,4-Aug,,Philadelphia Eagles,24,10,310,209,101,,425,327,98,2,
14,Sun,10-Dec,L,,5-Aug,@,Jacksonville Jaguars,24,30,401,260,141,3,424,268,156,1,
15,Sun,17-Dec,L,,6-Aug,,Los Angeles Rams,7,42,149,71,78,2,352,108,244,1,
16,Sun,24-Dec,W,,6-Sep,@,Dallas Cowboys,21,12,136,60,76,,282,154,128,3,
17,Sun,31-Dec,L,,7-Sep,,Arizona Cardinals,24,26,296,195,101,,259,143,116,1,
