,Year,Week,Day,Base_Team,Opp,Home,After_Bye,Wins Tally,PF Tally,PA Tally,OPassY Tally,ORushY Tally,OTotYd Tally,TO_lost Tally,DPassY Tally,DRushY Tally,DTotYd Tally,TO_won Tally,Head_Coach,OC,DC,QB,Results
4660,2015,6,Sun,Jets,Washington,1.0,1,3.0,95.0,55.0,916.0,509.0,1425.0,7.0,742.0,379.0,1121.0,13.0,Todd Bowles,Chan Gailey,Kacy Rodgers,Ryan Fitzpatrick,1.0
4677,2014,6,Sun,Jets,Broncos,1.0,0,1.0,79.0,127.0,920.0,696.0,1616.0,10.0,1189.0,415.0,1604.0,3.0,Rex Ryan,Marty Mornhinweg,Dennis Thurman,Geno Smith,0.0
4693,2013,6,Sun,Jets,Steelers,1.0,0,3.0,98.0,116.0,1143.0,610.0,1753.0,12.0,1114.0,381.0,1495.0,3.0,Rex Ryan,Marty Mornhinweg,Dennis Thurman,Geno Smith,0.0
4709,2012,6,Sun,Jets,Colts,1.0,0,2.0,98.0,132.0,1007.0,415.0,1422.0,10.0,999.0,862.0,1861.0,7.0,Rex Ryan,Tony Sparano,Mike Pettine,Mark Sanchez,1.0
4725,2011,6,Mon,Jets,Dolphins,1.0,0,2.0,121.0,125.0,1106.0,381.0,1487.0,10.0,1015.0,674.0,1689.0,11.0,Rex Ryan,Brian Schottenheimer,Mike Pettine,Mark Sanchez,1.0
4741,2010,6,Sun,Jets,Broncos,0.0,0,4.0,135.0,81.0,860.0,826.0,1686.0,1.0,1173.0,395.0,1568.0,12.0,Rex Ryan,Brian Schottenheimer,Mike Pettine,Mark Sanchez,1.0
4773,2019,6,Sun,Jaguars,Saints,1.0,0,2.0,111.0,118.0,1273.0,690.0,1963.0,6.0,1227.0,683.0,1910.0,2.0,Doug Marrone,John DeFilippo,Todd Wash,Gardner Minshew,0.0
4789,2018,6,Sun,Jaguars,Cowboys,0.0,0,3.0,102.0,86.0,1467.0,555.0,2022.0,12.0,955.0,506.0,1461.0,5.0,Doug Marrone,Nathaniel Hackett,Todd Wash,Blake Bortles,0.0
4805,2017,6,Sun,Jaguars,Rams,1.0,0,3.0,139.0,83.0,798.0,826.0,1624.0,5.0,889.0,732.0,1621.0,15.0,Doug Marrone,Nathaniel Hackett,Todd Wash,Blake Bortles,0.0
4820,2016,6,Sun,Jaguars,Bears,0.0,1,1.0,84.0,111.0,982.0,301.0,1283.0,7.0,795.0,423.0,1218.0,5.0,Gus Bradley,Greg Olson,Todd Wash,Blake Bortles,1.0
4837,2015,6,Sun,Jaguars,Texans,1.0,0,1.0,93.0,145.0,1237.0,473.0,1710.0,6.0,1300.0,515.0,1815.0,3.0,Gus Bradley,Greg Olson,Bob Babich,Blake Bortles,0.0
4853,2014,6,Sun,Jaguars,Titans,0.0,0,0.0,67.0,169.0,1026.0,335.0,1361.0,10.0,1544.0,633.0,2177.0,4.0,Gus Bradley,Jedd Fisch,Bob Babich,Blake Bortles,0.0
4869,2013,6,Sun,Jaguars,Broncos,0.0,0,0.0,51.0,163.0,967.0,292.0,1259.0,11.0,1096.0,803.0,1899.0,4.0,Gus Bradley,Jedd Fisch,Bob Babich,Chad Henne,0.0
4901,2011,6,Sun,Jaguars,Steelers,0.0,0,1.0,59.0,115.0,750.0,603.0,1353.0,9.0,1077.0,505.0,1582.0,6.0,Jack Del Rio,Dirk Koetter,Mel Tucker,Blaine Gabbert,0.0
4917,2010,6,Mon,Jaguars,Titans,1.0,0,3.0,107.0,137.0,824.0,734.0,1558.0,10.0,1411.0,514.0,1925.0,7.0,Jack Del Rio,Dirk Koetter,Mel Tucker,David Garrard,0.0
4948,2019,6,Sun,Dolphins,Washington,1.0,1,0.0,26.0,163.0,693.0,207.0,900.0,9.0,1185.0,703.0,1888.0,2.0,Brian Flores,Chad O'Shea,Patrick Graham,Ryan Fitzpatrick,0.0
4965,2018,6,Sun,Dolphins,Bears,1.0,0,3.0,99.0,117.0,961.0,480.0,1441.0,9.0,1368.0,545.0,1913.0,11.0,Adam Gase,Dowell Loggains,Matt Burke,Ryan Tannehill,1.0
4980,2017,6,Sun,Dolphins,Falcons,0.0,0,2.0,41.0,67.0,626.0,299.0,925.0,5.0,936.0,302.0,1238.0,3.0,Adam Gase,Clyde Christensen,Matt Burke,Jay Cutler,1.0
4997,2016,6,Sun,Dolphins,Steelers,1.0,0,1.0,88.0,119.0,1157.0,362.0,1519.0,11.0,1251.0,754.0,2005.0,4.0,Adam Gase,Clyde Christensen,Vance Joseph,Ryan Tannehill,1.0
5012,2015,6,Sun,Dolphins,Titans,0.0,1,1.0,65.0,101.0,982.0,277.0,1259.0,6.0,956.0,642.0,1598.0,3.0,Joe Philbin,Bill Lazor,Kevin Coyle,Ryan Tannehill,1.0
5028,2014,6,Sun,Dolphins,Packers,1.0,1,2.0,96.0,97.0,848.0,569.0,1417.0,8.0,860.0,429.0,1289.0,8.0,Joe Philbin,Bill Lazor,Kevin Coyle,Ryan Tannehill,0.0
5061,2012,6,Sun,Dolphins,Rams,1.0,0,2.0,103.0,103.0,1189.0,678.0,1867.0,12.0,1409.0,307.0,1716.0,8.0,Joe Philbin,Mike Sherman,Kevin Coyle,Ryan Tannehill,1.0
5076,2011,6,Mon,Dolphins,Jets,0.0,1,0.0,69.0,104.0,950.0,461.0,1411.0,7.0,1228.0,430.0,1658.0,2.0,Tony Sparano,Brian Daboll,Mike Nolan,Chad Henne,0.0
5092,2010,6,Sun,Dolphins,Packers,0.0,1,2.0,66.0,92.0,930.0,428.0,1358.0,7.0,726.0,471.0,1197.0,4.0,Tony Sparano,Dan Henning,Mike Nolan,Chad Henne,1.0
5125,2019,6,Thu,Patriots,Giants,1.0,0,5.0,155.0,34.0,1396.0,495.0,1891.0,5.0,805.0,390.0,1195.0,12.0,Bill Belichick,Josh McDaniels,Bill Belichick,Tom Brady,1.0
5141,2018,6,Sun,Patriots,Chiefs,1.0,0,3.0,133.0,108.0,1222.0,565.0,1787.0,9.0,1260.0,570.0,1830.0,10.0,Bill Belichick,Josh McDaniels,Bill Belichick,Tom Brady,1.0
5157,2017,6,Sun,Patriots,Jets,0.0,0,3.0,148.0,142.0,1602.0,495.0,2097.0,3.0,1615.0,621.0,2236.0,5.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5173,2016,6,Sun,Patriots,Bengals,1.0,0,4.0,114.0,74.0,1246.0,640.0,1886.0,4.0,1293.0,432.0,1725.0,8.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5188,2015,6,Sun,Patriots,Colts,0.0,0,4.0,149.0,76.0,1325.0,370.0,1695.0,2.0,942.0,453.0,1395.0,7.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5205,2014,6,Sun,Patriots,Bills,0.0,0,3.0,123.0,107.0,1089.0,610.0,1699.0,5.0,983.0,598.0,1581.0,11.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5221,2013,6,Sun,Patriots,Saints,1.0,0,4.0,95.0,70.0,1135.0,582.0,1717.0,6.0,1143.0,582.0,1725.0,10.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5237,2012,6,Sun,Patriots,Seahawks,0.0,0,3.0,165.0,113.0,1370.0,827.0,2197.0,4.0,1450.0,411.0,1861.0,14.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,0.0
5253,2011,6,Sun,Patriots,Cowboys,1.0,0,4.0,165.0,119.0,1833.0,643.0,2476.0,6.0,1633.0,532.0,2165.0,9.0,Bill Belichick,Bill O'Brien,Bill Belichick,Tom Brady,1.0
5268,2010,6,Sun,Patriots,Ravens,1.0,1,3.0,131.0,96.0,888.0,489.0,1377.0,4.0,1089.0,449.0,1538.0,8.0,Bill Belichick,Bill Belichick,Bill Belichick,Tom Brady,1.0
5317,2018,6,Sun,Bills,Texans,0.0,0,2.0,63.0,118.0,609.0,497.0,1106.0,8.0,1173.0,481.0,1654.0,9.0,Sean McDermott,Brian Daboll,Leslie Frazier,Josh Allen,0.0
5349,2016,6,Sun,Bills,49ers,1.0,0,3.0,117.0,87.0,847.0,686.0,1533.0,2.0,1285.0,486.0,1771.0,11.0,Rex Ryan,Greg Roman,Dennis Thurman,Tyrod Taylor,1.0
5365,2015,6,Sun,Bills,Bengals,1.0,0,3.0,124.0,105.0,1001.0,640.0,1641.0,6.0,1370.0,411.0,1781.0,10.0,Rex Ryan,Greg Roman,Dennis Thurman,Tyrod Taylor,0.0
5381,2014,6,Sun,Bills,Patriots,1.0,0,3.0,96.0,89.0,1088.0,538.0,1626.0,4.0,1269.0,355.0,1624.0,10.0,Doug Marrone,Nathaniel Hackett,Jim Schwartz,Kyle Orton,0.0
5397,2013,6,Sun,Bills,Bengals,1.0,0,2.0,112.0,130.0,980.0,763.0,1743.0,8.0,1307.0,580.0,1887.0,11.0,Doug Marrone,Nathaniel Hackett,Mike Pettine,EJ Manuel,0.0
5413,2012,6,Sun,Bills,Cardinals,0.0,0,2.0,118.0,176.0,1034.0,721.0,1755.0,13.0,1388.0,859.0,2247.0,9.0,Chan Gailey,Curtis Modkins,Dave Wannstedt,Ryan Fitzpatrick,1.0
5429,2011,6,Sun,Bills,Giants,0.0,0,4.0,164.0,120.0,1206.0,691.0,1897.0,5.0,1417.0,692.0,2109.0,16.0,Chan Gailey,Curtis Modkins,George Edwards,Ryan Fitzpatrick,0.0
5477,2019,6,Sun,Titans,Broncos,0.0,0,2.0,98.0,76.0,961.0,578.0,1539.0,1.0,1137.0,524.0,1661.0,7.0,Mike Vrabel,Arthur Smith,Dean Pees,Ryan Tannehill,0.0
5493,2018,6,Sun,Titans,Ravens,1.0,0,3.0,87.0,86.0,934.0,536.0,1470.0,7.0,1050.0,616.0,1666.0,6.0,Mike Vrabel,Matt LaFleur,Dean Pees,Marcus Mariota,0.0
5509,2017,6,Mon,Titans,Colts,1.0,0,2.0,110.0,142.0,919.0,624.0,1543.0,8.0,1175.0,550.0,1725.0,6.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,1.0
5525,2016,6,Sun,Titans,Browns,1.0,0,2.0,92.0,101.0,1047.0,743.0,1790.0,8.0,1112.0,491.0,1603.0,6.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,1.0
5540,2015,6,Sun,Titans,Dolphins,1.0,0,1.0,102.0,91.0,928.0,475.0,1403.0,7.0,666.0,468.0,1134.0,5.0,Ken Whisenhunt,Jason Michael,Ray Horton,Marcus Mariota,0.0
5557,2014,6,Sun,Titans,Jaguars,1.0,0,1.0,88.0,139.0,1089.0,627.0,1716.0,7.0,1187.0,684.0,1871.0,7.0,Ken Whisenhunt,Jason Michael,Ray Horton,Zach Mettenberger,1.0
5573,2013,6,Sun,Titans,Seahawks,0.0,0,3.0,115.0,95.0,1006.0,584.0,1590.0,3.0,1090.0,516.0,1606.0,11.0,Mike Munchak,Dowell Loggains,Jerry Gray,Ryan Fitzpatrick,0.0
5589,2012,6,Thu,Titans,Steelers,1.0,0,1.0,88.0,181.0,1198.0,327.0,1525.0,10.0,1398.0,721.0,2119.0,4.0,Mike Munchak,Chris Palmer,Jerry Gray,Jake Locker,1.0
5621,2010,6,Mon,Titans,Jaguars,0.0,0,3.0,132.0,95.0,772.0,691.0,1463.0,10.0,1213.0,509.0,1722.0,10.0,Jeff Fisher,Mike Heimerdinger,Chuck Cecil,Vince Young,1.0
