,Year,Week,Day,Base_Team,Opp,Home,After_Bye,Wins Tally,PF Tally,PA Tally,OPassY Tally,ORushY Tally,OTotYd Tally,TO_lost Tally,DPassY Tally,DRushY Tally,DTotYd Tally,TO_won Tally,Head_Coach,OC,DC,QB,Results
4870,2013,7,Sun,Jaguars,Chargers,1.0,0,0.0,70.0,198.0,1258.0,363.0,1621.0,13.0,1391.0,915.0,2306.0,7.0,Gus Bradley,Jedd Fisch,Bob Babich,Chad Henne,0.0
4885,2012,7,Sun,Jaguars,Raiders,0.0,1,1.0,65.0,138.0,714.0,492.0,1206.0,7.0,1305.0,815.0,2120.0,5.0,Mike Mularkey,Bob Bratkowski,Mel Tucker,Blaine Gabbert,0.0
4902,2011,7,Mon,Jaguars,Ravens,1.0,0,1.0,72.0,132.0,826.0,736.0,1562.0,9.0,1262.0,690.0,1952.0,6.0,Jack Del Rio,Dirk Koetter,Mel Tucker,Blaine Gabbert,1.0
4918,2010,7,Sun,Jaguars,Chiefs,0.0,0,3.0,110.0,167.0,997.0,810.0,1807.0,14.0,1582.0,667.0,2249.0,7.0,Jack Del Rio,Dirk Koetter,Mel Tucker,Todd Bouman,0.0
4949,2019,7,Sun,Dolphins,Bills,0.0,0,0.0,42.0,180.0,880.0,291.0,1171.0,11.0,1351.0,848.0,2199.0,2.0,Brian Flores,Chad O'Shea,Patrick Graham,Ryan Fitzpatrick,0.0
4966,2018,7,Sun,Dolphins,Lions,1.0,0,4.0,130.0,145.0,1341.0,641.0,1982.0,12.0,1671.0,709.0,2380.0,14.0,Adam Gase,Dowell Loggains,Matt Burke,Ryan Tannehill,0.0
4981,2017,7,Sun,Dolphins,Jets,1.0,0,3.0,61.0,84.0,777.0,437.0,1214.0,6.0,1175.0,402.0,1577.0,4.0,Adam Gase,Clyde Christensen,Matt Burke,Jay Cutler,1.0
4998,2016,7,Sun,Dolphins,Bills,1.0,0,2.0,118.0,134.0,1409.0,584.0,1993.0,11.0,1420.0,882.0,2302.0,6.0,Adam Gase,Clyde Christensen,Vance Joseph,Ryan Tannehill,1.0
5013,2015,7,Sun,Dolphins,Texans,1.0,0,2.0,103.0,111.0,1236.0,457.0,1693.0,8.0,1192.0,705.0,1897.0,7.0,Joe Philbin,Bill Lazor,Kevin Coyle,Ryan Tannehill,1.0
5029,2014,7,Sun,Dolphins,Bears,0.0,0,2.0,120.0,124.0,1085.0,681.0,1766.0,11.0,1108.0,550.0,1658.0,8.0,Joe Philbin,Bill Lazor,Kevin Coyle,Ryan Tannehill,1.0
5045,2013,7,Sun,Dolphins,Bills,1.0,1,3.0,114.0,117.0,1235.0,348.0,1583.0,8.0,1438.0,527.0,1965.0,9.0,Joe Philbin,Mike Sherman,Kevin Coyle,Ryan Tannehill,0.0
5077,2011,7,Sun,Dolphins,Broncos,1.0,0,0.0,75.0,128.0,1140.0,579.0,1719.0,10.0,1420.0,534.0,1954.0,3.0,Tony Sparano,Brian Daboll,Mike Nolan,Chad Henne,0.0
5093,2010,7,Sun,Dolphins,Steelers,1.0,0,3.0,89.0,112.0,1161.0,578.0,1739.0,8.0,1009.0,547.0,1556.0,5.0,Tony Sparano,Dan Henning,Mike Nolan,Chad Henne,0.0
5126,2019,7,Mon,Patriots,Jets,0.0,0,6.0,190.0,48.0,1709.0,609.0,2318.0,7.0,966.0,442.0,1408.0,16.0,Bill Belichick,Josh McDaniels,Bill Belichick,Tom Brady,1.0
5142,2018,7,Sun,Patriots,Bears,0.0,0,4.0,176.0,148.0,1549.0,738.0,2287.0,10.0,1612.0,664.0,2276.0,12.0,Bill Belichick,Josh McDaniels,Bill Belichick,Tom Brady,1.0
5158,2017,7,Sun,Patriots,Falcons,1.0,0,4.0,172.0,159.0,1859.0,613.0,2472.0,5.0,1949.0,695.0,2644.0,8.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5174,2016,7,Sun,Patriots,Steelers,0.0,0,5.0,149.0,91.0,1604.0,719.0,2323.0,4.0,1530.0,552.0,2082.0,8.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5189,2015,7,Sun,Patriots,Jets,1.0,0,5.0,183.0,103.0,1626.0,486.0,2112.0,3.0,1231.0,573.0,1804.0,7.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5206,2014,7,Thu,Patriots,Jets,1.0,0,4.0,160.0,129.0,1435.0,660.0,2095.0,5.0,1251.0,666.0,1917.0,14.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5222,2013,7,Sun,Patriots,Jets,0.0,0,5.0,125.0,97.0,1370.0,723.0,2093.0,7.0,1373.0,713.0,2086.0,12.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,0.0
5238,2012,7,Sun,Patriots,Jets,1.0,0,3.0,188.0,137.0,1758.0,914.0,2672.0,6.0,1733.0,496.0,2229.0,16.0,Bill Belichick,Josh McDaniels,Matt Patricia,Tom Brady,1.0
5269,2010,7,Sun,Patriots,Chargers,0.0,0,4.0,154.0,116.0,1155.0,616.0,1771.0,6.0,1367.0,548.0,1915.0,8.0,Bill Belichick,Bill Belichick,Bill Belichick,Tom Brady,1.0
5301,2019,7,Sun,Bills,Dolphins,1.0,1,4.0,90.0,70.0,1164.0,698.0,1862.0,11.0,936.0,439.0,1375.0,8.0,Sean McDermott,Brian Daboll,Leslie Frazier,Josh Allen,1.0
5318,2018,7,Sun,Bills,Colts,0.0,0,2.0,76.0,138.0,738.0,597.0,1335.0,11.0,1315.0,555.0,1870.0,12.0,Sean McDermott,Brian Daboll,Leslie Frazier,Josh Allen,0.0
5333,2017,7,Sun,Bills,Buccaneers,1.0,1,3.0,89.0,74.0,825.0,533.0,1358.0,2.0,1174.0,438.0,1612.0,10.0,Sean McDermott,Rick Dennison,Leslie Frazier,Tyrod Taylor,1.0
5350,2016,7,Sun,Bills,Dolphins,0.0,0,4.0,162.0,103.0,1026.0,999.0,2025.0,4.0,1452.0,619.0,2071.0,12.0,Rex Ryan,Greg Roman,Dennis Thurman,Tyrod Taylor,0.0
5366,2015,7,Sun,Bills,Jaguars,0.0,0,3.0,145.0,139.0,1257.0,752.0,2009.0,7.0,1613.0,523.0,2136.0,10.0,Rex Ryan,Greg Roman,Dennis Thurman,Tyrod Taylor,0.0
5382,2014,7,Sun,Bills,Vikings,1.0,0,3.0,118.0,126.0,1356.0,606.0,1962.0,7.0,1615.0,405.0,2020.0,10.0,Doug Marrone,Nathaniel Hackett,Jim Schwartz,Kyle Orton,1.0
5398,2013,7,Sun,Bills,Dolphins,0.0,0,2.0,136.0,157.0,1172.0,893.0,2065.0,9.0,1625.0,745.0,2370.0,12.0,Doug Marrone,Nathaniel Hackett,Mike Pettine,EJ Manuel,1.0
5414,2012,7,Sun,Bills,Titans,1.0,0,3.0,137.0,192.0,1175.0,886.0,2061.0,15.0,1538.0,1041.0,2579.0,11.0,Chan Gailey,Curtis Modkins,Dave Wannstedt,Ryan Fitzpatrick,0.0
5445,2010,7,Sun,Bills,Ravens,0.0,1,0.0,87.0,161.0,723.0,532.0,1255.0,6.0,1000.0,912.0,1912.0,4.0,Chan Gailey,Curtis Modkins,George Edwards,Ryan Fitzpatrick,0.0
5478,2019,7,Sun,Titans,Chargers,1.0,0,2.0,98.0,92.0,1126.0,617.0,1743.0,4.0,1304.0,627.0,1931.0,8.0,Mike Vrabel,Arthur Smith,Dean Pees,Ryan Tannehill,1.0
5494,2018,7,Sun,Titans,Chargers,0.0,0,3.0,87.0,107.0,985.0,591.0,1576.0,7.0,1288.0,739.0,2027.0,7.0,Mike Vrabel,Matt LaFleur,Dean Pees,Marcus Mariota,0.0
5510,2017,7,Sun,Titans,Browns,0.0,0,3.0,146.0,164.0,1224.0,792.0,2016.0,9.0,1387.0,635.0,2022.0,7.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,1.0
5526,2016,7,Sun,Titans,Colts,1.0,0,3.0,120.0,127.0,1317.0,880.0,2197.0,9.0,1413.0,531.0,1944.0,6.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Marcus Mariota,0.0
5541,2015,7,Sun,Titans,Falcons,1.0,0,1.0,112.0,129.0,1164.0,538.0,1702.0,11.0,920.0,648.0,1568.0,7.0,Ken Whisenhunt,Jason Michael,Ray Horton,Marcus Mariota,0.0
5558,2014,7,Sun,Titans,Washington,0.0,0,2.0,104.0,153.0,1309.0,697.0,2006.0,7.0,1484.0,766.0,2250.0,9.0,Ken Whisenhunt,Jason Michael,Ray Horton,Zach Mettenberger,0.0
5574,2013,7,Sun,Titans,49ers,1.0,0,3.0,128.0,115.0,1163.0,650.0,1813.0,5.0,1343.0,667.0,2010.0,13.0,Mike Munchak,Dowell Loggains,Jerry Gray,Ryan Fitzpatrick,0.0
5590,2012,7,Sun,Titans,Bills,0.0,0,2.0,114.0,204.0,1463.0,421.0,1884.0,11.0,1754.0,777.0,2531.0,5.0,Mike Munchak,Chris Palmer,Jerry Gray,Jake Locker,1.0
5605,2011,7,Sun,Titans,Texans,1.0,1,3.0,105.0,94.0,1362.0,333.0,1695.0,6.0,1105.0,525.0,1630.0,8.0,Mike Munchak,Chris Palmer,Jerry Gray,Matt Hasselbeck,0.0
5622,2010,7,Sun,Titans,Eagles,1.0,0,4.0,162.0,98.0,943.0,844.0,1787.0,10.0,1386.0,585.0,1971.0,14.0,Jeff Fisher,Mike Heimerdinger,Chuck Cecil,Rusty Smith,1.0
