Week,Day,Date,Results,Entering Wins,Rec,Home,Opp,PF,PA,OTotYd,OPassY,ORushY,TO_lost,DTotYd,DPassY,DRushY,TO_won,week_after_bye
1,Mon,8-Sep,W,,Jan-00,,San Diego Chargers,18,17,403,294,109,2,290,238,52,1,
2,Sun,14-Sep,W,,Feb-00,@,New York Giants,25,14,266,142,124,,341,260,81,4,
3,Sun,21-Sep,W,,Mar-00,,San Francisco 49ers,23,14,338,254,84,1,318,236,82,,
4,,,,,,,Bye Week,,,,,,,,,,,
5,Sun,5-Oct,L,,1-Mar,@,Denver Broncos,20,41,215,178,37,,568,476,92,2,
6,Sun,12-Oct,W,,1-Apr,,Washington Redskins,30,20,317,243,74,,407,335,72,4,
7,Sun,19-Oct,W,,1-May,@,Oakland Raiders,24,13,365,242,123,1,220,164,56,,
8,Sun,26-Oct,W,,1-Jun,,Philadelphia Eagles,24,20,400,329,71,1,521,411,110,3,
9,Sun,2-Nov,W,,1-Jul,@,Dallas Cowboys,28,17,339,237,102,1,266,174,92,2,
10,Sun,9-Nov,W,,1-Aug,,St. Louis Rams,31,14,335,307,28,1,244,174,70,3,
11,Sun,16-Nov,W,,1-Sep,,Detroit Lions,14,6,352,306,46,2,262,164,98,1,
12,Sun,23-Nov,L,,2-Sep,@,Seattle Seahawks,3,19,204,140,64,1,293,169,124,,
13,Sun,30-Nov,L,,3-Sep,@,Atlanta Falcons,18,29,329,294,35,3,500,358,142,1,
14,Sun,7-Dec,W,,3-Oct,,Kansas City Chiefs,17,14,366,225,141,,390,264,126,2,
15,Thu,11-Dec,W,,3-Nov,@,St. Louis Rams,12,6,274,131,143,,280,211,69,2,
16,Sun,21-Dec,L,,4-Nov,,Seattle Seahawks,6,35,216,187,29,1,596,329,267,,
17,Sun,28-Dec,L,,5-Nov,@,San Francisco 49ers,17,20,397,299,98,3,395,189,206,,
18,Sat,3-Jan,L,,6-Nov,@,Carolina Panthers,16,27,78,51,27,3,386,198,188,3,
